pos_word,math,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,thisRow.t,notes,Intro.started,Introduction.started,key_resp.started,Intro.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Words.started,key_resp_2.started,text.started,Words.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,text.stopped,DisTask.started,task.started,textbox.started,InstText.started,mouse.started,DisTask.stopped,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Recall.started,RecallTask.started,key_resp_3.started,Recall.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,Testing.started,TestAns.started,Instr.started,mouse_2.started,Testing.stopped,TestAns.text,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0,0,0,0,,,,,,,,,,,,,0.009229099989170209,,0.005242499988526106,0.009229099989170209,1.0067364999849815,2.563521400006721,space,1.5374484999920242,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h15.42.354,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h15.53.938966 +0530,
glory,,,,,,0,0,0,18,,,,,,,,,2.578098600002704,,,,,,,,,2.5701262000075076,2.578098600002704,4.0707029000041075,6.337582400010433,left,3.7478521000011824,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h15.42.354,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h15.53.938966 +0530,
gift,,,,,,0,1,1,14,,,,,,,,,6.351706099987496,,,,,,,,,6.339864000008674,6.351706099987496,7.850119899987476,8.436899199994514,left,2.0785994999750983,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h15.42.354,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h15.53.938966 +0530,
humor,,,,,,0,2,2,2,,,,,,,,,8.45183820000966,,,,,,,,,8.43810949998442,8.45183820000966,9.948412600002484,10.864651499985484,left,2.4013788000156637,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h15.42.354,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h15.53.938966 +0530,
hug,,,,,,0,3,3,23,,,,,,,,,10.880759899999248,,,,,,,,,10.864997600001516,10.880759899999248,12.379667200002586,12.981033999996725,left,2.0879691000154708,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h15.42.354,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h15.53.938966 +0530,
cheer,,,,,,0,4,4,16,,,,,,,,,12.995787799998652,,,,,,,,,12.981841700006044,12.995787799998652,14.494218699983321,15.095035400008783,left,2.0915072999778204,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h15.42.354,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h15.53.938966 +0530,
joke,,,,,,0,5,5,17,,,,,,,,,15.109925099997781,,,,,,,,,15.095987400010927,15.109925099997781,16.608519800007343,17.34228370001074,left,2.2216345999913756,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h15.42.354,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h15.53.938966 +0530,
comedy,,,,,,0,6,6,5,,,,,,,,,17.357725599984406,,,,,,,,,17.34278869998525,17.357725599984406,18.856834400008665,19.223726399999578,left,1.8542077000020072,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h15.42.354,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h15.53.938966 +0530,
joy,,,,,,0,7,7,1,,,,,,,,,19.239670599985402,,,,,,,,,19.22410829999717,19.239670599985402,20.738705099996878,21.4566591999901,left,2.2097957000078168,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h15.42.354,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h15.53.938966 +0530,
profit,,,,,,0,8,8,22,,,,,,,,,21.471060999989277,,,,,,,,,21.457416399993235,21.471060999989277,22.96984020000673,28.066629899985855,right,6.588341999973636,None,25.98352320000413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h15.42.354,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h15.53.938966 +0530,
joyful,,,,,,0,9,9,11,,,,,,,,,28.081511800002772,,,,,,,,,28.067493999988073,28.081511800002772,,29.132924100005766,left,1.0417406000196934,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h15.42.354,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h15.53.938966 +0530,
baby,,,,,,0,10,10,10,,,,,,,,,29.14725829998497,,,,,,,,,29.1337302000029,29.14725829998497,,30.382086600002367,left,1.2323208999878261,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h15.42.354,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h15.53.938966 +0530,
merry,,,,,,0,11,11,0,,,,,,,,,30.396043299988378,,,,,,,,,30.38298439999926,30.396043299988378,,30.715286499995273,left,0.3172324000042863,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h15.42.354,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h15.53.938966 +0530,
fun,,,,,,0,12,12,6,,,,,,,,,30.7291375999921,,,,,,,,,30.716169499995885,30.7291375999921,,31.097335700003896,left,0.36310560000129044,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h15.42.354,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h15.53.938966 +0530,
kiss,,,,,,0,13,13,9,,,,,,,,,31.112152199988486,,,,,,,,,31.098137599998154,31.112152199988486,32.61084859998664,33.212505500006955,right,2.0876630999846384,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h15.42.354,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h15.53.938966 +0530,
cash,,,,,,0,14,14,7,,,,,,,,,33.2270325999998,,,,,,,,,33.21329769998556,33.2270325999998,34.726012099999934,35.64267510001082,right,2.4015179999987595,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h15.42.354,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h15.53.938966 +0530,
proud,,,,,,0,15,15,20,,,,,,,,,35.657867700007046,,,,,,,,,35.64361619998817,35.657867700007046,37.15655260000494,37.92458479999914,left,2.2587484999967273,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h15.42.354,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h15.53.938966 +0530,
win,,,,,,0,16,16,4,,,,,,,,,37.93881839999813,,,,,,,,,37.92542129999492,37.93881839999813,39.43755860000965,39.956347500003176,left,2.0141740000108257,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h15.42.354,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h15.53.938966 +0530,
lucky,,,,,,0,17,17,13,,,,,,,,,39.97067109998898,,,,,,,,,39.95716819999507,39.97067109998898,41.46922490000725,41.93736300000455,left,1.9598583000188228,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h15.42.354,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h15.53.938966 +0530,
fame,,,,,,0,18,18,24,,,,,,,,,41.95221849999507,,,,,,,,,41.93831269998918,41.95221849999507,43.45074259999092,44.052383400005056,left,2.0940695000172127,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h15.42.354,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h15.53.938966 +0530,
happy,,,,,,0,19,19,12,,,,,,,,,44.066902499995194,,,,,,,,,44.05319820001023,44.066902499995194,45.565181499987375,45.9843009999895,left,1.9139330000034533,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h15.42.354,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h15.53.938966 +0530,
mother,,,,,,0,20,20,3,,,,,,,,,45.99828999998863,,,,,,,,,45.98514669999713,45.99828999998863,47.49690579998423,47.81530670000939,left,1.8088997000013478,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h15.42.354,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h15.53.938966 +0530,
warmth,,,,,,0,21,21,21,,,,,,,,,47.82963560000644,,,,,,,,,47.81618239998352,47.82963560000644,49.32811080000829,50.196315000008326,left,2.361484399996698,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h15.42.354,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h15.53.938966 +0530,
thrill,,,,,,0,22,22,19,,,,,,,,,50.211075600003824,,,,,,,,,50.197171000007074,50.211075600003824,51.7098285999964,52.32750529999612,left,2.1110750999941956,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h15.42.354,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h15.53.938966 +0530,
riches,,,,,,0,23,23,8,,,,,,,,,52.342380699992646,,,,,,,,,52.32852740000817,52.342380699992646,53.84103770001093,54.275854200008325,left,1.916369599988684,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h15.42.354,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h15.53.938966 +0530,
music,,,,,,0,24,24,15,,,,,,,,,54.29051590000745,,,,,,,,,54.276606500003254,54.29051590000745,55.789388200006215,56.24104379999335,left,1.9364583999849856,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h15.42.354,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h15.53.938966 +0530,
,41 + 23 =,,,,,,,,,0,0,0,9,,,,,56.288665500003844,,,,,,,,,,,,,,,,,56.251190000009956,56.288665500003844,56.288665500003844,56.288665500003844,0.02396960000623949,60.8200988000026,64,"[-0.10833333333333334, 0.037037037037037035]","[0.16296296296296298, -0.29907407407407405]","[1, 1]","[0, 0]","[0, 0]","[2.9715298999799415, 4.553453100001207]",['InstText'],,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h15.42.354,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h15.53.938966 +0530,
