delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,polygon.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,textbox.text,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.1,400,unexp,0,10,10,0,39.94348190003075,,39.92819230002351,39.94348190003075,40.94269369984977,40.94269369984977,40.94269369984977,41.27936319983564,space,0.3213162000756711,None,41.28022299986333,41.39434696670311,41.71967909997329,41.697651099879295,41.697700900025666,41.71967909997329,41.71967909997329,41.71967909997329,42.86009299987927,300,1,[1.159690400119871],[1.1597039001062512],01,001,2024-11-09_13h03.57.924,IntentionalBindingTask,2024.1.5,None,2024-11-09 13h04.09.149740 +0530,
0.4,1000,exp,0,11,11,7,42.874982999870554,,42.861634499859065,42.874982999870554,43.8588204998523,43.8588204998523,43.876404999988154,44.2429237999022,space,0.38105349987745285,None,44.243475399911404,44.65935536666463,44.97868359996937,44.95756240002811,44.95761059992947,44.97868359996937,44.97868359996937,44.97868359996937,46.128528099972755,300,1,[1.1684073000214994],[1.1684243001509458],01,001,2024-11-09_13h03.57.924,IntentionalBindingTask,2024.1.5,None,2024-11-09 13h04.09.149740 +0530,
0.4,1000,exp,1,0,12,10,46.13984959991649,,46.13012869982049,46.13984959991649,47.139990399824455,47.139990399824455,47.1555323000066,47.840979899978265,space,0.6897005001083016,None,47.84181409981102,48.25528356648671,48.58209859998897,48.55769029981457,48.55775419995189,48.58209859998897,48.58209859998897,48.58209859998897,50.05297189997509,400,1,[1.4924071999266744],[1.492416099878028],01,001,2024-11-09_13h03.57.924,IntentionalBindingTask,2024.1.5,None,2024-11-09 13h04.09.149740 +0530,
0.7,1000,exp,1,1,13,8,50.067710699979216,,50.054033499909565,50.067710699979216,51.0678973000031,51.0678973000031,51.0678973000031,51.321214499883354,space,0.2431069000158459,None,51.32205229997635,52.035364766667286,52.360944599844515,52.337669499916956,52.337720999959856,52.360944599844515,52.360944599844515,52.360944599844515,53.259571299888194,200,1,[0.9191606999374926],[0.9191745999269187],01,001,2024-11-09_13h03.57.924,IntentionalBindingTask,2024.1.5,None,2024-11-09 13h04.09.149740 +0530,
0.7,1000,exp,1,2,14,11,53.267288899980485,,53.261455700034276,53.267288899980485,54.26593169989064,54.26593169989064,54.282616699812934,55.63312369980849,space,1.3506746001075953,None,55.63396559981629,56.34897156648027,56.67170810000971,56.64989859983325,56.64994419994764,56.67170810000971,56.67170810000971,56.67170810000971,57.91268599987961,200,1,[1.2602756000123918],[1.2602876001037657],01,001,2024-11-09_13h03.57.924,IntentionalBindingTask,2024.1.5,None,2024-11-09 13h04.09.149740 +0530,
0.4,1000,exp,1,3,15,4,57.9281768000219,,57.91369319986552,57.9281768000219,58.92834909982048,58.92834909982048,58.92834909982048,59.296855399850756,space,0.35093710012733936,None,59.297690799925476,59.7115270666002,60.03100459999405,60.00732969981618,60.00738099985756,60.03100459999405,60.03100459999405,60.03100459999405,61.19510050001554,200,1,[1.18436020007357],[1.1843726001679897],01,001,2024-11-09_13h03.57.924,IntentionalBindingTask,2024.1.5,None,2024-11-09 13h04.09.149740 +0530,
0.1,400,unexp,1,4,16,0,61.20775799988769,,61.19684530002996,61.20775799988769,62.208379899850115,62.208379899850115,62.208379899850115,62.6098195000086,space,0.39422550005838275,None,62.6107332999818,62.724416566609094,63.049069199943915,63.027384700020775,63.02743529994041,63.049069199943915,63.049069199943915,63.049069199943915,64.67318939999677,300,1,[1.6434397001285106],[1.6434498000890017],01,001,2024-11-09_13h03.57.924,IntentionalBindingTask,2024.1.5,None,2024-11-09 13h04.09.149740 +0530,
0.1,1000,exp,1,5,17,3,64.68918700003996,,64.67517760000192,64.68918700003996,65.68918929994106,65.68918929994106,65.68918929994106,66.27378699998371,space,0.5814594000112265,None,66.27475089998916,66.39024136664035,66.71477509988472,66.69127219985239,66.69131929986179,66.71477509988472,66.71477509988472,66.71477509988472,69.46806889981963,300,1,[2.7744223999325186],[2.7744340000208467],01,001,2024-11-09_13h03.57.924,IntentionalBindingTask,2024.1.5,None,2024-11-09 13h04.09.149740 +0530,
0.1,1000,exp,1,6,18,6,69.48358629993163,,69.46919059986249,69.48358629993163,70.48212979990058,70.48212979990058,70.48212979990058,70.79890369996428,space,0.3122463000472635,None,70.79954689997248,70.89877036662462,71.21460199984722,71.19657329982147,71.19660579995252,71.21460199984722,71.21460199984722,71.21460199984722,74.47982839983888,400,1,[3.2815723998937756],[3.2815817000810057],01,001,2024-11-09_13h03.57.924,IntentionalBindingTask,2024.1.5,None,2024-11-09 13h04.09.149740 +0530,
0.7,400,unexp,1,7,19,2,74.49563569994643,,74.48119520000182,74.49563569994643,75.47917039995082,75.47917039995082,75.49650179990567,75.7476011000108,space,0.25744950002990663,None,75.74846819997765,76.46120786649796,76.77890519984066,76.7570829000324,76.75712820002809,76.77890519984066,76.77890519984066,76.77890519984066,79.03127989987843,700,1,[2.2718844001647085],[2.2718909000977874],01,001,2024-11-09_13h03.57.924,IntentionalBindingTask,2024.1.5,None,2024-11-09 13h04.09.149740 +0530,
0.7,1000,exp,1,8,20,5,79.04083409998566,,79.03207589988597,79.04083409998566,80.04183849995025,80.04183849995025,80.05826759990305,80.29137049987912,space,0.23623609985224903,None,80.29216889990494,81.00622796669292,81.3201408998575,81.30672819982283,81.3067590999417,81.3201408998575,81.3201408998575,81.3201408998575,82.47871479997411,400,1,[1.1698940999340266],[1.1699069000314921],01,001,2024-11-09_13h03.57.924,IntentionalBindingTask,2024.1.5,None,2024-11-09 13h04.09.149740 +0530,
0.1,1000,exp,1,9,21,9,82.48726059985347,,82.47994679980911,82.48726059985347,83.48793770000339,83.48793770000339,83.48793770000339,83.82233539992012,space,0.32853260007686913,None,83.82323760003783,83.93770696648086,84.25978429988027,84.23690669983625,84.23695459985174,84.25978429988027,84.25978429988027,84.25978429988027,87.52105149999261,500,1,[3.2815459999255836],[3.281559699913487],01,001,2024-11-09_13h03.57.924,IntentionalBindingTask,2024.1.5,None,2024-11-09 13h04.09.149740 +0530,
0.4,1000,exp,1,10,22,7,87.53331730002537,,87.52246410003863,87.53331730002537,88.53290019999258,88.53290019999258,88.53290019999258,89.03563139983453,space,0.4971644999459386,None,89.0367425000295,89.44919786655034,89.77572789997794,89.74979269993491,89.74984929990023,89.77572789997794,89.77572789997794,89.77572789997794,92.49384159990586,500,1,[2.741229600040242],[2.741244000149891],01,001,2024-11-09_13h03.57.924,IntentionalBindingTask,2024.1.5,None,2024-11-09 13h04.09.149740 +0530,
0.4,400,unexp,1,11,23,1,92.5130759999156,,92.49559800000861,92.5130759999156,93.49495749990456,93.49495749990456,93.5284481998533,93.78002049983479,space,0.2715493000578135,None,93.78097239998169,94.19509836665044,,94.4970902998466,94.49716249993071,94.51912519987673,94.51912519987673,94.51912519987673,97.33583789994009,500,1,[2.835779500193894],[2.8357933000661433],01,001,2024-11-09_13h03.57.924,IntentionalBindingTask,2024.1.5,None,2024-11-09 13h04.09.149740 +0530,
0.1,1000,exp,2,0,24,3,97.34282589983195,,97.33733669994399,97.34282589983195,98.34055189997889,98.34055189997889,98.35729299997911,98.69148179981858,space,0.3376350998878479,None,98.69243809999898,98.80680766661341,99.13228080002591,99.10765729984269,99.1077027998399,99.13228080002591,99.13228080002591,99.13228080002591,100.85837959987111,400,1,[1.7481198001187295],[1.7481323999818414],01,001,2024-11-09_13h03.57.924,IntentionalBindingTask,2024.1.5,None,2024-11-09 13h04.09.149740 +0530,
0.1,1000,exp,2,1,25,6,100.87101929984055,,100.85976230003871,100.87101929984055,101.87015019985847,101.87015019985847,101.87015019985847,102.22148299985565,space,0.3375340001657605,None,102.22224429994822,102.33706366649518,102.65759089984931,102.6371235998813,102.63717679982074,102.65759089984931,102.65759089984931,102.65759089984931,104.91983459983021,300,1,[2.280145299853757],[2.2801584999542683],01,001,2024-11-09_13h03.57.924,IntentionalBindingTask,2024.1.5,None,2024-11-09 13h04.09.149740 +0530,
0.7,1000,exp,2,2,26,8,104.93416329985484,,104.9215921999421,104.93416329985484,105.93324369983748,105.93324369983748,105.93324369983748,106.30298019992188,space,0.36705030011944473,None,106.30384609987959,107.01505436661343,107.34062199993059,107.31715229991823,107.31719949981198,107.34062199993059,107.34062199993059,107.34062199993059,108.81035259994678,300,1,[1.4899603999219835],[1.4899808999616653],01,001,2024-11-09_13h03.57.924,IntentionalBindingTask,2024.1.5,None,2024-11-09 13h04.09.149740 +0530,
0.7,1000,exp,2,3,27,5,108.8192930999212,,108.81313019990921,108.8192930999212,109.81348449992947,109.81348449992947,109.82986579998396,110.23107199999504,space,0.4008384000044316,None,110.23202849994414,110.94409776648196,111.26913749985397,111.24723639991134,111.24728400004096,111.26913749985397,111.26913749985397,111.26913749985397,113.32987409993075,300,1,[2.079829099820927],[2.0798475998453796],01,001,2024-11-09_13h03.57.924,IntentionalBindingTask,2024.1.5,None,2024-11-09 13h04.09.149740 +0530,
0.7,1000,exp,2,4,28,11,113.34180339984596,,113.33203089982271,113.34180339984596,114.34189869998954,114.34189869998954,114.34189869998954,114.81034989980981,space,0.4517207001335919,None,114.8116818999406,115.52457566658656,115.84993459982798,115.82761619985104,115.82766459998675,115.84993459982798,115.84993459982798,115.84993459982798,120.80577189987525,700,1,[4.975511400029063],[4.975524599896744],01,001,2024-11-09_13h03.57.924,IntentionalBindingTask,2024.1.5,None,2024-11-09 13h04.09.149740 +0530,
0.4,400,unexp,2,5,29,1,120.81948779989034,,120.80766419996507,120.81948779989034,121.81894469982944,121.81894469982944,121.83516729995608,122.25287969992496,space,0.4186187998857349,None,122.25376489991322,122.66812926653462,122.98863399983384,122.96780749992467,122.96786860004067,122.98863399983384,122.98863399983384,122.98863399983384,124.34317899984308,500,1,[1.3727379001211375],[1.3727510999888182],01,001,2024-11-09_13h03.57.924,IntentionalBindingTask,2024.1.5,None,2024-11-09 13h04.09.149740 +0530,
0.1,400,unexp,2,6,30,0,124.3516440000385,,124.34551709983498,124.3516440000385,125.3489860999398,125.3489860999398,125.36522669997066,125.66682019992732,space,0.3106335001066327,None,125.66780799999833,125.78154386656048,126.10221339995041,126.07738929986954,126.07745219999924,126.10221339995041,126.10221339995041,126.10221339995041,127.71282369992696,300,1,[1.632380000082776],[1.6323891000356525],01,001,2024-11-09_13h03.57.924,IntentionalBindingTask,2024.1.5,None,2024-11-09 13h04.09.149740 +0530,
0.7,400,unexp,2,7,31,2,127.72894389997236,,127.71388349984773,127.72894389997236,128.72754649980925,128.72754649980925,128.74357789987698,128.99554999987595,space,0.2650373000651598,None,128.99626269983128,129.70954246662248,130.02405339991674,130.0071882000193,130.0073645999655,130.02405339991674,130.02405339991674,130.02405339991674,131.81345499982126,200,1,[1.8031492999289185],[1.8031909000128508],01,001,2024-11-09_13h03.57.924,IntentionalBindingTask,2024.1.5,None,2024-11-09 13h04.09.149740 +0530,
