stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
26,1,3.0,33.11808509984985,,33.103100599953905,33.11808509984985,33.61828489997424,33.61828489997424,33.61828489997424,33.91955869994126,34.501848299987614,right,3.0,1,1,0.8792943998705596,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
27,1,3.0,34.51624120003544,,34.50190759985708,34.51624120003544,35.016872599953786,35.016872599953786,35.016872599953786,35.315609900048,35.73369050002657,left,-3.0,1,1,0.7127745000179857,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
28,1,2.0,35.74869000003673,,35.733746899990365,35.74869000003673,36.24929509987123,36.24929509987123,36.24929509987123,36.54829890001565,37.61815920006484,left,-2.0,1,1,1.3610380000900477,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
29,1,2.0,37.6341033000499,,37.61829110002145,37.6341033000499,38.13039109995589,38.13039109995589,38.14662520005368,38.43225149996579,39.29837660002522,right,2.0,1,1,1.1538625999819487,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
30,1,2.0,39.312505499925464,,39.29845379991457,39.312505499925464,39.812384200049564,39.812384200049564,39.812384200049564,40.11153499991633,41.58153510000557,left,-2.0,1,1,1.7668719000648707,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
31,1,1.0,41.5968855000101,,41.581677299924195,41.5968855000101,42.093348799971864,42.093348799971864,42.10963790002279,42.39602650003508,42.87699200003408,left,-1.0,1,1,0.772999299922958,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
32,1,1.0,42.891816599993035,,42.87704920000397,42.891816599993035,43.39167709997855,43.39167709997855,43.39167709997855,43.69396990002133,45.196173100033775,left,-1.0,1,1,1.8013045000843704,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
33,0.5,1.0,45.20881189987995,,45.196319999871776,45.20881189987995,45.70648920000531,45.70648920000531,45.72325220005587,46.00606200005859,46.41026689996943,right,1.0,0,0,0.6940827998332679,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
34,0.5,1.5,46.42576009989716,,46.41041229991242,46.42576009989716,46.921904999995604,46.921904999995604,46.938398899976164,47.22497550002299,47.293011399917305,left,-1.5,1,1,0.3613902002107352,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
35,0.5,1.5,47.30531399999745,,47.29314660001546,47.30531399999745,47.80424540000968,47.80424540000968,47.80424540000968,48.121232100063935,48.4549348000437,right,1.5,0,0,0.6362795999739319,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
36,0.5,2.0,48.470029999967664,,48.454993000021204,48.470029999967664,48.95702129998244,48.95702129998244,48.971998600056395,49.269482099916786,49.33681620005518,right,2.0,0,0,0.372012099949643,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
37,0.5,2.5,49.35329100000672,,49.33687429991551,49.35329100000672,49.83676610002294,49.83676610002294,49.85390800004825,50.13529499992728,50.55298759997822,left,-2.5,1,1,0.7105340000707656,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
38,0.5,2.5,50.56811710004695,,50.553055099910125,50.56811710004695,51.052637399872765,51.052637399872765,51.06850339984521,51.36726909992285,51.534881700063124,right,2.5,0,0,0.46682239999063313,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
39,0.5,3.0,51.5510978999082,,51.53494099993259,51.5510978999082,52.044394499855116,52.044394499855116,52.06407699990086,52.350721299881116,52.65501350001432,right,3.0,1,1,0.6027365999761969,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
40,0.5,3.0,52.668666099896654,,52.65515020000748,52.668666099896654,53.16681859991513,53.16681859991513,53.185735299950466,53.46817529993132,53.65432339999825,right,3.0,1,1,0.48058909992687404,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
41,0.5,3.0,53.667372199939564,,53.654456899967045,53.667372199939564,54.16487420001067,54.16487420001067,54.182221699971706,54.46438120002858,54.819484299980104,right,3.0,1,1,0.6440944999922067,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
42,0.5,2.5,54.83300970005803,,54.81962660001591,54.83300970005803,55.33024389995262,55.33024389995262,55.347665099892765,55.630139499902725,56.08490090002306,left,-2.5,1,1,0.7421919999178499,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
43,0.5,2.5,56.098671099869534,,56.0850374000147,56.098671099869534,56.596471099881455,56.596471099881455,56.61339810001664,56.90015850006603,57.11410510004498,left,-2.5,1,1,0.5147329999599606,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
44,0.5,2.5,57.12893190002069,,57.11416259990074,57.12893190002069,57.61527169984765,57.61527169984765,57.6292580999434,57.928113400004804,58.212458400055766,right,2.5,1,1,0.5901949000544846,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
45,0.5,2.0,58.22765640006401,,58.212515600025654,58.22765640006401,58.71437319996767,58.71437319996767,58.73000829992816,59.03056859993376,59.13186369999312,left,-2.0,0,0,0.4089403999969363,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
46,0.5,2.5,59.14750379999168,,59.132027599960566,59.14750379999168,59.64497040002607,59.64497040002607,59.66087689995766,59.95975170005113,60.16097169998102,left,-2.5,1,1,0.5023320000618696,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
47,0.5,2.5,60.176195400068536,,60.16102900006808,60.176195400068536,60.67566129984334,60.67566129984334,60.67566129984334,60.97516729985364,62.24543969985098,left,-2.5,1,1,1.566132599953562,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
48,0.5,2.5,62.26137059996836,,62.24557969998568,62.26137059996836,62.75738499988802,62.75738499988802,62.77331619989127,63.06029739999212,63.54058909998275,right,2.5,0,0,0.778262099949643,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
49,0.5,3.0,63.556547899963334,,63.540648399852216,63.556547899963334,64.0415384999942,64.0415384999942,64.05942779988982,64.33972359984182,64.53984389989637,right,3.0,1,1,0.497268799925223,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
50,0.5,3.0,64.55562959983945,,64.53990129986778,64.55562959983945,65.03819409990683,65.03819409990683,65.05517659988254,65.33743930002674,66.75861230003648,left,-3.0,0,0,1.7146023001987487,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
51,0.5,3.5,66.77202180004679,,66.75875140004791,66.77202180004679,67.26931619993411,67.26931619993411,67.28641189984046,67.57167249987833,68.07242699991912,left,-3.5,1,1,0.7874835999682546,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
52,0.5,3.5,68.09011789993383,,68.07256409991533,68.09011789993383,68.58870929991826,68.58870929991826,68.60415249993093,68.90273380000144,69.3361966998782,right,3.5,1,1,0.740692500025034,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
53,0.5,3.5,69.35247949999757,,69.33628849987872,69.35247949999757,69.85058870003559,69.85058870003559,69.8669840998482,70.1505487000104,71.03315839986317,right,3.5,1,1,1.1699159001000226,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
54,0.5,3.0,71.04967939993367,,71.03321919986047,71.04967939993367,71.53234319994226,71.53234319994226,71.54950589989312,71.83161249989644,72.6826996000018,left,-3.0,1,1,1.1489945000503212,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
55,0.5,3.0,72.69755519996397,,72.68276140000671,72.69755519996397,73.18426899984479,73.18426899984479,73.19991289987229,73.4996648998931,75.06652219989337,left,-3.0,1,1,1.875431700143963,795241,001,2024-09-10_22h52.12.944,AdaptiveStaircaseProcedure,2024.1.5,None,2024-09-10 22h52.17.257475 +0530,
