stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,0.031487900065258145,,0.011355900089256465,0.031487900065258145,0.6228990000672638,0.6228990000672638,0.6431619999930263,0.9305274999933317,,,,,,,,
