neut_words,math,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,thisRow.t,notes,Intro.started,Introduction.started,key_resp.started,Intro.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Words.started,key_resp_2.started,text.started,text.stopped,Words.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,DisTask.started,task.started,textbox.started,InstText.started,mouse.started,DisTask.stopped,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Recall.started,RecallTask.started,key_resp_3.started,Recall.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,Test.started,TestAns.started,Instr.started,mouse_2.started,Test.stopped,TestAns.text,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
finger,,,,,,0,12,12,10,,,,,,,,,39.20764790000976,,,,,,,,,39.19380330000422,39.20764790000976,40.7060066999984,,41.5577027000254,left,2.3470754000009038,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
rain,,,,,,0,13,13,23,,,,,,,,,41.57202180000604,,,,,,,,,41.55843790000654,41.57202180000604,43.070755499997176,,43.854953200003365,left,2.266169100010302,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
paint,,,,,,0,14,14,24,,,,,,,,,43.86985720001394,,,,,,,,,43.85601050002151,43.86985720001394,45.368375200021546,,45.88645859999815,left,2.010811400017701,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
flag,,,,,,0,15,15,9,,,,,,,,,45.901097499998286,,,,,,,,,45.88721919999807,45.901097499998286,47.40013980001095,,47.86947870001313,left,1.9661406000086572,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
hat,,,,,,0,16,16,20,,,,,,,,,47.88240040000528,,,,,,,,,47.87026110000443,47.88240040000528,49.38102920001256,,49.84984330000589,left,1.9532245000009425,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
truck,,,,,,0,17,17,15,,,,,,,,,49.863974500010954,,,,,,,,,49.85074470000109,49.863974500010954,51.36304260001634,,51.68127300002379,left,1.8107158000057098,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
jelly,,,,,,0,18,18,3,,,,,,,,,51.69582829999854,,,,,,,,,51.68213840000681,51.69582829999854,53.19464840000728,,53.47973180000554,left,1.7786253000085708,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
hay,,,,,,0,19,19,12,,,,,,,,,53.4940687000053,,,,,,,,,53.48058360000141,53.4940687000053,54.992706600023666,,55.52722420002101,left,2.024648199992953,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
phase,,,,,,0,20,20,21,,,,,,,,,55.54235270002391,,,,,,,,,55.52812650002306,55.54235270002391,57.04106920000049,,57.45941120001953,left,1.9133000999863725,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
butter,,,,,,0,21,21,14,,,,,,,,,57.473854400013806,,,,,,,,,57.460482800001046,57.473854400013806,58.972222900018096,,59.89031899999827,left,2.4010650999844074,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
coin,,,,,,0,22,22,13,,,,,,,,,59.90495650001685,,,,,,,,,59.891089200013084,59.90495650001685,61.403750700003,,61.821217999997316,left,1.8991766999824904,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
fabric,,,,,,0,23,23,2,,,,,,,,,61.83636230000411,,,,,,,,,61.822063700004946,61.83636230000411,63.335062500002095,,63.83702790000825,left,1.9987662000057753,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
bowl,,,,,,0,24,24,6,,,,,,,,,63.85105420000036,,,,,,,,,63.8379297000065,63.85105420000036,65.34985860000597,,66.05114789999789,left,2.1872535000147764,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,84 + 35 =,,,,,,,,,0,0,0,13,,,,,66.09247480001068,,,,,,,,,,,,,,,,,66.0594323000114,66.09247480001068,66.09247480001068,66.09247480001068,0.02470889998949133,71.49594150000485,119,"[-0.10740740740740741, 0.09259259259259259]","[0.17222222222222222, -0.29907407407407405]","[1, 1]","[0, 0]","[0, 0]","[3.371528500021668, 5.418387500016252]",['InstText'],,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,10 + 15 =,,,,,,,,,0,1,1,0,,,,,71.52374910001527,,,,,,,,,,,,,,,,,71.49870100000408,71.52374910001527,71.52374910001527,71.52374910001527,0.009437200002139434,73.32755060002091,25,[0.09259259259259259],[-0.29907407407407405],[1],[0],[0],[1.8182644999760669],['InstText'],,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,32 - 21 =,,,,,,,,,0,2,2,4,,,,,73.35591939999722,,,,,,,,,,,,,,,,,73.32890650001355,73.35591939999722,73.35591939999722,73.35591939999722,0.010106800007633865,74.69411710000713,11,[0.09259259259259259],[-0.29907407407407405],[1],[0],[0],[1.3544683000072837],['InstText'],,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,44 - 5 =,,,,,,,,,0,3,3,2,,,,,74.71896110000671,,,,,,,,,,,,,,,,,74.69553300002008,74.71896110000671,74.71896110000671,74.71896110000671,0.006957900011911988,78.05652930002543,-39,[0.09259259259259259],[-0.29907407407407405],[1],[0],[0],[3.3530716999957804],['InstText'],,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,25 + 28 =,,,,,,,,,0,4,4,5,,,,,78.08224390001851,,,,,,,,,,,,,,,,,78.05789540000842,78.08224390001851,78.08224390001851,78.08224390001851,0.006607299990719184,80.48730020000949,53,[0.09259259259259259],[-0.29907407407407405],[1],[0],[0],[2.4220975000062026],['InstText'],,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,47 + 50 =,,,,,,,,,0,5,5,14,,,,,80.50911380001344,,,,,,,,,,,,,,,,,80.48867980000796,80.50911380001344,80.50911380001344,80.50911380001344,0.00738279998768121,82.7350551999989,97,[0.09259259259259259],[-0.29907407407407405],[1],[0],[0],[2.238316200004192],['InstText'],,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,41 + 23 =,,,,,,,,,0,6,6,9,,,,,82.76198470001691,,,,,,,,,,,,,,,,,82.73683590002474,82.76198470001691,82.76198470001691,82.76198470001691,0.009324599988758564,87.04778049999732,64,[0.09259259259259259],[-0.29907407407407405],[1],[0],[0],[4.301019300008193],['InstText'],,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,16 + 12 =,,,,,,,,,0,7,7,12,,,,,87.07633160002297,,,,,,,,,,,,,,,,,87.04949210002087,87.07633160002297,87.07633160002297,87.07633160002297,0.010140300000784919,88.9615287000197,28,[0.09259259259259259],[-0.29907407407407405],[1],[0],[0],[1.901735399995232],['InstText'],,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,28 + 31 =,,,,,,,,,0,8,8,10,,,,,88.97752260000561,,,,,,,,,,,,,,,,,88.96207730000606,88.97752260000561,88.97752260000561,88.97752260000561,0.002531099977204576,91.16119000001345,59,[0.09259259259259259],[-0.29907407407407405],[1],[0],[0],[2.1957194000133313],['InstText'],,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,32 - 45 =,,,,,,,,,0,9,9,6,,,,,91.191413499997,,,,,,,,,,,,,,,,,91.16293650001171,91.191413499997,91.191413499997,91.191413499997,0.00765990000218153,93.75811700001941,,[0.09351851851851851],[-0.27685185185185185],[1],[0],[0],[2.5867814000230283],['InstText'],,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,29 + 10 =,,,,,,,,,0,10,10,8,,,,,93.78456230001757,,,,,,,,,,,,,,,,,93.75989600000321,93.78456230001757,93.78456230001757,93.78456230001757,0.009721200010972098,95.77418070001295,39,[0.09351851851851851],[-0.27685185185185185],[1],[0],[0],[2.003812100010691],['InstText'],,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,69 - 12 =,,,,,,,,,0,11,11,1,,,,,95.80047790001845,,,,,,,,,,,,,,,,,95.77548530002241,95.80047790001845,95.80047790001845,95.80047790001845,0.007962900010170415,98.8871402000077,57,[0.09351851851851851],[-0.27685185185185185],[1],[0],[0],[3.102749200013932],['InstText'],,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,17 + 14 =,,,,,,,,,0,12,12,3,,,,,98.9130721000256,,,,,,,,,,,,,,,,,98.88868340000045,98.9130721000256,98.9130721000256,98.9130721000256,0.006855100014945492,101.60133080001106,31,[0.09351851851851851],[-0.27685185185185185],[1],[0],[0],[2.704813899996225],['InstText'],,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,23 - 29 =,,,,,,,,,0,13,13,7,,,,,101.62600119999843,,,,,,,,,,,,,,,,,101.60265929999878,101.62600119999843,101.62600119999843,101.62600119999843,0.006984900013776496,104.21547600001213,-6,[0.09351851851851851],[-0.27685185185185185],[1],[0],[0],[2.6048878000001423],['InstText'],,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,40 - 44 =,,,,,,,,,0,14,14,11,,,,,104.24136910002562,,,,,,,,,,,,,,,,,104.21690720002516,104.24136910002562,104.24136910002562,104.24136910002562,0.008497300004819408,106.72960680001415,-4,[0.09351851851851851],[-0.27685185185185185],[1],[0],[0],[2.503460600011749],['InstText'],,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.73078090001945,106.74461300001713,106.74461300001713,107.59557210002095,space,0.8349345999886282,None,,,,,,,,,,,,,,05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,,,,,,,,,,,,,,0,0,0,0,107.6147974000196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.59728129999712,107.6147974000196,107.6147974000196,0.0027741000230889767,109.52735180000309,egg,[0.09351851851851851],[-0.27685185185185185],[1],[0],[0],[1.9277965000073891],['Instr'],05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,,,,,,,,,,,,,,1,0,1,0,109.548351800011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.53082600000198,109.548351800011,109.548351800011,0.0015598000027239323,111.40864810001221,flag,[0.09351851851851851],[-0.27685185185185185],[1],[0],[0],[1.8755745000089519],['Instr'],05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,,,,,,,,,,,,,,2,0,2,0,111.42700080000213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.41097009999794,111.42700080000213,111.42700080000213,0.0014865999983157963,113.10730820000754,paint,[0.09351851851851851],[-0.27685185185185185],[1],[0],[0],[1.6939069000072777],['Instr'],05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,,,,,,,,,,,,,,3,0,3,0,113.12522310001077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.10929640001268,113.12522310001077,113.12522310001077,0.0014919000095687807,115.8376870000211,lion,[0.09351851851851851],[-0.27685185185185185],[1],[0],[0],[2.7267120000033174],['Instr'],05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,,,,,,,,,,,,,,4,0,4,0,115.85235650002141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.83895679999841,115.85235650002141,115.85235650002141,0.000964100006967783,117.31954399999813,hat,[0.09351851851851851],[-0.27685185185185185],[1],[0],[0],[1.4788895999954548],['Instr'],05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,,,,,,,,,,,,,,5,0,5,0,117.33897370001068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.32159620002494,117.33897370001068,117.33897370001068,0.00178240000968799,120.18404330001795,basket,[0.09351851851851851],[-0.27685185185185185],[1],[0],[0],[2.85995680000633],['Instr'],05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,,,,,,,,,,,,,,6,0,6,0,120.20226430002367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.18608539999695,120.20226430002367,120.20226430002367,0.0016989999858196825,124.0972397000005,market,[0.09351851851851851],[-0.27685185185185185],[1],[0],[0],[3.90843009998207],['Instr'],05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,,,,,,,,,,,,,,7,0,7,0,124.11580700002378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.09949350001989,124.11580700002378,124.11580700002378,0.0016749000060372055,125.96201340001426,hat,[0.09351851851851851],[-0.27685185185185185],[1],[0],[0],[1.8600027000065893],['Instr'],05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,,,,,,,,,,,,,,8,0,8,0,125.97916940000141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.96436360001098,125.97916940000141,125.97916940000141,0.001594599976669997,130.10812099999748,custom,[0.09351851851851851],[-0.27685185185185185],[1],[0],[0],[4.1413669000030495],['Instr'],05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,,,,,,,,,,,,,,9,0,9,0,130.12726820001262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.11019600002328,130.12726820001262,130.12726820001262,0.001512999995611608,131.87262690000352,tool,[0.09351851851851851],[-0.27685185185185185],[1],[0],[0],[1.7601942000037525],['Instr'],05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,,,,,,,,,,,,,,10,0,10,0,131.89022540001315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.8747832000081,131.89022540001315,131.89022540001315,0.0015530000091530383,139.0808872000198,,[],[],[],[],[],[],[],05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,,,,,,,,,,,,,,11,0,11,0,139.09832499999902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.0831197000225,139.09832499999902,139.09832499999902,0.009817499987548217,146.27461980000953,black,[],[],[],[],[],[],[],05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,,,,,,,,,,,,,,12,0,12,0,146.292239900009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.27683960000286,146.292239900009,146.292239900009,0.003627499972935766,146.99110350001138,,[0.09351851851851851],[-0.27685185185185185],[1],[0],[0],[0.7124261000135448],['Instr'],05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,,,,,,,,,,,,,,13,0,13,0,147.0067724000255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.99242429999867,147.0067724000255,147.0067724000255,0.0009706000273581594,154.200401900016,,[],[],[],[],[],[],[],05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,,,,,,,,,,,,,,14,0,14,0,154.21787340001902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.20247700001346,154.21787340001902,154.21787340001902,0.011476999992737547,161.39316500001587,,[],[],[],[],[],[],[],05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,,,,,,,,,,,,,,15,0,15,0,161.4097141000093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.39443179999944,161.4097141000093,161.4097141000093,0.0029252999811433256,168.60357740000472,,[],[],[],[],[],[],[],05,001,2024-12-04_11h12.25.642,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h12.36.287714 +0530,
,,,,,,,,,,,,,,,,,,168.6197391000169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.60537860001205,168.6197391000169,168.6197391000169,0.014207399974111468,,,,,,,,,,,,,,,,,
