reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,Fixation.started,text.started,key_resp.started,Fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
27,50,21,0,0,0,2,0.1337242997251451,,0.013755599968135357,0.1337242997251451,1.0016403999179602,1.0016403999179602,1.1358171999454498,8.038680199999362,l,7.026939100120217,None,01,001,2024-11-12_10h15.21.094,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h15.31.536327 +0530,
15,35,13,0,1,1,1,8.057997500058264,,8.041010799817741,8.057997500058264,9.046714699827135,9.046714699827135,9.063049799762666,11.046276899985969,l,1.9895868999883533,None,01,001,2024-11-12_10h15.21.094,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h15.31.536327 +0530,
67,75,119,0,2,2,5,11.064131499733776,,11.047308499924839,11.064131499733776,12.059630599804223,12.059630599804223,12.078323000110686,13.344784199725837,t,1.281748200301081,None,01,001,2024-11-12_10h15.21.094,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h15.31.536327 +0530,
40,55,62,0,3,3,3,13.360960899852216,,13.34589619981125,13.360960899852216,14.357580099720508,14.357580099720508,14.37575040012598,15.87615119991824,t,1.5109725999645889,None,01,001,2024-11-12_10h15.21.094,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h15.31.536327 +0530,
11,30,7,0,4,4,0,15.891269600018859,,15.877403399907053,15.891269600018859,16.888377899769694,16.888377899769694,16.905774699989706,18.57283669989556,l,1.6717188996262848,None,01,001,2024-11-12_10h15.21.094,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h15.31.536327 +0530,
78,80,162,0,5,5,6,18.59042719984427,,18.57384489988908,18.59042719984427,19.585847300011665,19.585847300011665,19.603220699820668,20.904623500071466,t,1.310443699825555,None,01,001,2024-11-12_10h15.21.094,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h15.31.536327 +0530,
49,60,89,0,6,6,4,20.919168800115585,,20.905736099928617,20.919168800115585,21.917011099867523,21.917011099867523,21.917011099867523,23.168627999722958,t,1.2347373999655247,None,01,001,2024-11-12_10h15.21.094,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h15.31.536327 +0530,
15,35,13,1,0,7,1,23.183690200094134,,23.16968989977613,23.183690200094134,24.181851400062442,24.181851400062442,24.199060199782252,25.999597399961203,l,1.8008584999479353,None,01,001,2024-11-12_10h15.21.094,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h15.31.536327 +0530,
27,50,21,1,1,8,2,26.014983600005507,,26.00065049994737,26.014983600005507,27.012660599779338,27.012660599779338,27.03012749971822,28.310481899883598,t,1.2892493000254035,None,01,001,2024-11-12_10h15.21.094,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h15.31.536327 +0530,
67,75,119,1,2,9,5,28.326405100058764,,28.310934799723327,28.326405100058764,29.3102031997405,29.3102031997405,29.327730299904943,30.61165549978614,t,1.29350999975577,None,01,001,2024-11-12_10h15.21.094,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h15.31.536327 +0530,
40,55,62,1,3,10,3,30.627854799851775,,30.612736499868333,30.627854799851775,31.624891499988735,31.624891499988735,31.641399799846113,32.89378880010918,t,1.252226000186056,None,01,001,2024-11-12_10h15.21.094,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h15.31.536327 +0530,
11,30,7,1,4,11,0,32.90907289972529,,32.89485349971801,32.90907289972529,33.906041299924254,33.906041299924254,33.92331659980118,35.206975599750876,l,1.2937241001054645,None,01,001,2024-11-12_10h15.21.094,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h15.31.536327 +0530,
78,80,162,1,5,12,6,35.22238259995356,,35.208046599756926,35.22238259995356,36.22122689988464,36.22122689988464,36.237387999892235,37.33775749988854,t,1.100414799991995,None,01,001,2024-11-12_10h15.21.094,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h15.31.536327 +0530,
49,60,89,1,6,13,4,37.353379199746996,,37.33882339997217,37.353379199746996,38.35316119994968,38.35316119994968,38.35316119994968,43.765412599779665,t,5.408763899933547,None,01,001,2024-11-12_10h15.21.094,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h15.31.536327 +0530,
11,30,7,2,0,14,0,43.782425600104034,,43.766526099760085,43.782425600104034,44.78018199978396,44.78018199978396,44.7962885000743,45.59699160000309,l,0.8040303001180291,None,01,001,2024-11-12_10h15.21.094,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h15.31.536327 +0530,
27,50,21,2,1,15,2,45.612542499788105,,45.597961800172925,45.612542499788105,46.61170559981838,46.61170559981838,46.62737989984453,49.31036570016295,t,2.6834384999237955,None,01,001,2024-11-12_10h15.21.094,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h15.31.536327 +0530,
15,35,13,2,2,16,1,49.3257842999883,,49.31154609983787,49.3257842999883,50.32375600002706,50.32375600002706,50.341069399844855,52.857953699771315,l,2.5304156001657248,None,01,001,2024-11-12_10h15.21.094,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h15.31.536327 +0530,
40,55,62,2,3,17,3,52.87356300000101,,52.859021499753,52.87356300000101,53.871700999792665,53.871700999792665,53.887366299983114,57.38576459977776,t,3.4996941997669637,None,01,001,2024-11-12_10h15.21.094,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h15.31.536327 +0530,
78,80,162,2,4,18,6,57.40146140009165,,57.38677959982306,57.40146140009165,58.40107009978965,58.40107009978965,58.41647240007296,60.06752649974078,t,1.6499724998138845,None,01,001,2024-11-12_10h15.21.094,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h15.31.536327 +0530,
67,75,119,2,5,19,5,60.08144719991833,,60.06856429995969,60.08144719991833,61.08072949992493,61.08072949992493,61.08072949992493,62.99782839976251,t,1.9135728999972343,None,01,001,2024-11-12_10h15.21.094,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h15.31.536327 +0530,
49,60,89,2,6,20,4,63.01315880008042,,62.99890979984775,63.01315880008042,64.01102619990706,64.01102619990706,64.01102619990706,66.3104580999352,t,2.2910656998865306,None,01,001,2024-11-12_10h15.21.094,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h15.31.536327 +0530,
49,60,89,3,0,21,4,66.32636829977855,,66.31147059984505,66.32636829977855,67.32503019971773,67.32503019971773,67.34088819986209,68.36054239980876,t,1.0201495001092553,None,01,001,2024-11-12_10h15.21.094,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h15.31.536327 +0530,
78,80,162,3,1,22,6,68.3737232000567,,68.36205200012773,68.3737232000567,69.3735261997208,69.3735261997208,69.3735261997208,70.35749229975045,t,0.9801916996948421,None,01,001,2024-11-12_10h15.21.094,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h15.31.536327 +0530,
40,55,62,3,2,23,3,70.37277889996767,,70.3585022999905,70.37277889996767,71.37187069980428,71.37187069980428,71.38768240017816,72.83927789982408,t,1.4606515001505613,None,01,001,2024-11-12_10h15.21.094,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h15.31.536327 +0530,
67,75,119,3,3,24,5,72.85462690005079,,72.84031290002167,72.85462690005079,73.85211029974744,73.85211029974744,73.86995750013739,75.1361082997173,t,1.2679825001396239,None,01,001,2024-11-12_10h15.21.094,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h15.31.536327 +0530,
