reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,Fixation.started,text.started,key_resp.started,Fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
78,80,162,13,4,95,6,329.60063479980454,,329.5862201000564,329.60063479980454,330.59787940001115,330.59787940001115,330.613969899714,331.4326844997704,t,0.8274064003489912,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
40,55,62,13,5,96,3,331.4475895999931,,331.433661499992,331.4475895999931,332.44591639982536,332.44591639982536,332.4632582999766,333.11427929997444,t,0.6650490998290479,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
49,60,89,13,6,97,4,333.1293530999683,,333.11534029990435,333.1293530999683,334.12823439994827,334.12823439994827,334.1439584000036,334.7460282999091,t,0.6117326002568007,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
67,75,119,14,0,98,5,334.7623018999584,,334.7470685997978,334.7623018999584,335.7601357996464,335.7601357996464,335.7760325996205,336.27709049964324,t,0.5030700000934303,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
27,50,21,14,1,99,2,336.29477499984205,,336.27825819980353,336.29477499984205,337.29168329993263,337.29168329993263,337.3077080999501,338.0419921996072,l,0.7386770001612604,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
40,55,62,14,2,100,3,338.0580707998015,,338.0430338997394,338.0580707998015,339.05544409994036,339.05544409994036,339.07210280001163,339.8882003999315,t,0.8303017998114228,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
11,30,7,14,3,101,0,339.9029188998975,,339.88884829962626,339.9029188998975,340.9026083997451,340.9026083997451,340.9026083997451,341.9899819996208,l,1.0803891001269221,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
15,35,13,14,4,102,1,342.0056770998053,,341.9911051997915,342.0056770998053,343.0013775997795,343.0013775997795,343.01722629973665,343.8377302000299,l,0.8307532002218068,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
78,80,162,14,5,103,6,343.8552200999111,,343.8388729998842,343.8552200999111,344.85112260002643,344.85112260002643,344.86746899969876,345.6362934997305,t,0.7710669999942183,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
49,60,89,14,6,104,4,345.6510161999613,,345.6373139000498,345.6510161999613,346.6499017998576,346.6499017998576,346.66575929988176,347.48463999992236,t,0.8163745999336243,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
