reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,Fixation.started,text.started,key_resp.started,Fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
11,30,7,4,6,34,0,212.97511059977114,,212.96089289989322,212.97511059977114,213.97117249993607,213.97117249993607,213.98813009960577,214.62142469966784,l,0.6449819002300501,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
49,60,89,5,0,35,4,214.63766799960285,,214.62183309998363,214.63766799960285,215.63736559962854,215.63736559962854,215.65266270004213,216.4698051000014,t,0.8166923997923732,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
15,35,13,5,1,36,1,216.48476479994133,,216.4704131996259,216.48476479994133,217.48570859991014,217.48570859991014,217.48570859991014,218.38421599986032,l,0.8891449002549052,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
27,50,21,5,2,37,2,218.40120869968086,,218.3847093996592,218.40120869968086,219.38471109978855,219.38471109978855,219.40250770002604,220.70272069983184,l,1.3066167999058962,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
11,30,7,5,3,38,0,220.71763610001653,,220.70374879986048,220.71763610001653,221.7159273000434,221.7159273000434,221.73280789982527,222.35064459964633,l,0.6313961003907025,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
78,80,162,5,4,39,6,222.36864649970084,,222.3517040000297,222.36864649970084,223.36479659983888,223.36479659983888,223.38099699979648,224.00007259985432,t,0.6280705998651683,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
67,75,119,5,5,40,5,224.01463019987568,,224.0010958998464,224.01463019987568,225.0129447998479,225.0129447998479,225.0303722997196,226.0807061996311,t,1.0652223997749388,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
40,55,62,5,6,41,3,226.09569909982383,,226.08172209979966,226.09569909982383,227.0924865999259,227.0924865999259,227.10902989981696,227.96203849976882,t,0.8573479996994138,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
15,35,13,6,0,42,1,227.97661029966548,,227.96307999966666,227.97661029966548,228.97560509992763,228.97560509992763,228.97560509992763,229.67671709973365,l,0.6856267997063696,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
67,75,119,6,1,43,5,229.69315179996192,,229.67780719976872,229.69315179996192,230.6915996996686,230.6915996996686,230.707002799958,231.4603658998385,t,0.7626943001523614,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
78,80,162,6,2,44,6,231.476630799938,,231.46147129964083,231.476630799938,232.47270189970732,232.47270189970732,232.49010449973866,233.14100659964606,t,0.6645885999314487,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
40,55,62,6,3,45,3,233.15644910000265,,233.1420264998451,233.15644910000265,234.1543519999832,234.1543519999832,234.1709520998411,234.738426099997,t,0.5756355002522469,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
11,30,7,6,4,46,0,234.75456220004708,,234.73946690000594,234.75456220004708,235.75294329971075,235.75294329971075,235.76890749996528,236.48831229982898,l,0.7278682999312878,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
27,50,21,6,5,47,2,236.5029770997353,,236.48938139993697,236.5029770997353,237.50088860001415,237.50088860001415,237.51855179993436,238.58610600000247,l,1.072879500221461,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
49,60,89,6,6,48,4,238.60201679961756,,238.5871847998351,238.60201679961756,239.5998581997119,239.5998581997119,239.6167604997754,241.0506023997441,t,1.432296599727124,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
40,55,62,7,0,49,3,241.06545819994062,,241.05164449987933,241.06545819994062,242.06363489991054,242.06363489991054,242.08077379968017,242.99663219973445,t,0.9238353995606303,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
27,50,21,7,1,50,2,243.0116449999623,,242.99738119961694,243.0116449999623,244.01223849970847,244.01223849970847,244.01223849970847,244.7134576998651,l,0.687786600086838,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
49,60,89,7,2,51,4,244.72830379987136,,244.71451779967174,244.72830379987136,245.7270356998779,245.7270356998779,245.7270356998779,246.46182009996846,t,0.7193183996714652,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
15,35,13,7,3,52,1,246.47816559998319,,246.46287549985573,246.47816559998319,247.47577679995447,247.47577679995447,247.49175289971754,248.14369329996407,l,0.6544394996017218,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
11,30,7,7,4,53,0,248.1606608000584,,248.14507569978014,248.1606608000584,249.15565630001947,249.15565630001947,249.17285620002076,249.72492539975792,l,0.5526319001801312,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
78,80,162,7,5,54,6,249.7404221999459,,249.72589479992166,249.7404221999459,250.73935989988968,250.73935989988968,250.7552344999276,251.3567637000233,t,0.6008158000186086,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
67,75,119,7,6,55,5,251.3721505999565,,251.35780669981614,251.3721505999565,252.37112409994006,252.37112409994006,252.38739949977025,253.55457909964025,t,1.172379500232637,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
15,35,13,8,0,56,1,253.57033889973536,,253.55564739974216,253.57033889973536,254.56791429966688,254.56791429966688,254.5849105999805,255.30620129965246,l,0.7329933997243643,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
40,55,62,8,1,57,3,255.3228491996415,,255.30763389961794,255.3228491996415,256.317055599764,256.317055599764,256.33430759981275,257.1501597999595,t,0.8251319001428783,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
67,75,119,8,2,58,5,257.1670816000551,,257.15124919964,257.1670816000551,258.1662411997095,258.1662411997095,258.1819111998193,258.8826723997481,t,0.7020026999525726,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
11,30,7,8,3,59,0,258.89922619983554,,258.8836806998588,258.89922619983554,259.89766629971564,259.89766629971564,259.9135525999591,260.46643659984693,l,0.5517092999070883,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
49,60,89,8,4,60,4,260.480661300011,,260.46744199981913,260.480661300011,261.47931959992275,261.47931959992275,261.49658619984984,262.1470920997672,t,0.6597082000225782,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
78,80,162,8,5,61,6,262.1636018999852,,262.14810659969226,262.1636018999852,263.1612325999886,263.1612325999886,263.1770437997766,263.92859190003946,t,0.7579628000967205,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
27,50,21,8,6,62,2,263.9438771000132,,263.92970289988443,263.9438771000132,264.9418937000446,264.9418937000446,264.9418937000446,265.8609854998067,l,0.9103701999410987,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
11,30,7,9,0,63,0,265.8767631999217,,265.8620561999269,265.8767631999217,266.873506099917,266.873506099917,266.8910387000069,267.69256450003013,l,0.8149861004203558,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
49,60,89,9,1,64,4,267.7080251998268,,267.69361499976367,267.7080251998268,268.70483029959723,268.70483029959723,268.7223995998502,270.09151499997824,t,1.3774756002239883,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
78,80,162,9,2,65,6,270.1067734998651,,270.0925297997892,270.1067734998651,271.10238519962877,271.10238519962877,271.1195128997788,272.5037153000012,t,1.3949405997991562,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
67,75,119,9,3,66,5,272.5194040997885,,272.50476569961756,272.5194040997885,273.5183588997461,273.5183588997461,273.53476049983874,274.1206998997368,t,0.5870563997887075,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
40,55,62,9,4,67,3,274.13673749985173,,274.1216874998063,274.13673749985173,275.1316954996437,275.1316954996437,275.1502246996388,275.90022409986705,t,0.7566777002066374,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
15,35,13,9,5,68,1,275.9161791000515,,275.9012688999064,275.9161791000515,276.9147311998531,276.9147311998531,276.9309800998308,277.5475518000312,l,0.6231861999258399,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
27,50,21,9,6,69,2,277.5621078000404,,277.54822789970785,277.5621078000404,278.5626318999566,278.5626318999566,278.5626318999566,279.081692900043,t,0.5155537002719939,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
15,35,13,10,0,70,1,279.09819159982726,,279.0826616999693,279.09819159982726,280.0944991996512,280.0944991996512,280.1120516997762,280.9467315999791,t,0.8434525998309255,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
49,60,89,10,1,71,4,280.9624204998836,,280.94771069986746,280.9624204998836,281.9594635996036,281.9594635996036,281.9765520999208,284.177429900039,t,2.210104000288993,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
78,80,162,10,2,72,6,284.1943822996691,,284.17847439972684,284.1943822996691,285.18955849995837,285.18955849995837,285.20766209997237,285.8240226996131,t,0.6239112000912428,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
67,75,119,10,3,73,5,285.84016099991277,,285.8250683997758,285.84016099991277,286.83911129971966,286.83911129971966,286.8548391996883,289.5213407999836,t,2.6757088000886142,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
40,55,62,10,4,74,3,289.536420899909,,289.5223209997639,289.536420899909,290.53558729961514,290.53558729961514,290.5513644996099,291.252404499799,t,0.710228499956429,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
11,30,7,10,5,75,0,291.26832340005785,,291.25346299959347,291.26832340005785,292.2669699997641,292.2669699997641,292.28298979997635,292.9690844998695,l,0.69173329975456,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
27,50,21,10,6,76,2,292.9837922998704,,292.9700966998935,292.9837922998704,293.9814590997994,293.9814590997994,293.9814590997994,294.916700899601,l,0.9284912003204226,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
40,55,62,11,0,77,3,294.93257499998435,,294.9177490998991,294.93257499998435,295.9307300997898,295.9307300997898,295.9465922997333,297.16494889976457,t,1.2155057000927627,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
15,35,13,11,1,78,1,297.17967609968036,,297.1659627999179,297.17967609968036,298.1773756998591,298.1773756998591,298.1773756998591,298.87941289972514,l,0.6894430001266301,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
27,50,21,11,2,79,2,298.89490129984915,,298.88038189988583,298.89490129984915,299.89424289995804,299.89424289995804,299.90943560004234,301.1774728996679,l,1.274439699947834,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
49,60,89,11,3,80,4,301.1938891997561,,301.17848759982735,301.1938891997561,302.1915001999587,302.1915001999587,302.20760829979554,302.74245429970324,t,0.5365145998075604,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
78,80,162,11,4,81,6,302.75953619973734,,302.7435035998933,302.75953619973734,303.7564799999818,303.7564799999818,303.77253949968144,304.3907665000297,t,0.6205080999061465,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
11,30,7,11,5,82,0,304.40722029982135,,304.3918128996156,304.40722029982135,305.40539349988103,305.40539349988103,305.4212428997271,306.1393296997994,l,0.7300637001171708,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
67,75,119,11,6,83,5,306.1547042997554,,306.1402966999449,306.1547042997554,307.1533897998743,307.1533897998743,307.16927960002795,307.6713351998478,t,0.5062976004555821,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
49,60,89,12,0,84,4,307.68640899984166,,307.6724549997598,307.68640899984166,308.68494539987296,308.68494539987296,308.70076239993796,309.45293749962,t,0.7593290996737778,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
78,80,162,12,1,85,6,309.4703829996288,,309.45397009979934,309.4703829996288,310.4665858997032,310.4665858997032,310.48400329984725,311.084530999884,t,0.6057126997038722,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
27,50,21,12,2,86,2,311.09863559994847,,311.0855713998899,311.09863559994847,312.097830099985,312.097830099985,312.097830099985,312.8851339998655,l,0.7841734997928143,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
15,35,13,12,3,87,1,312.89917129976675,,312.8862097999081,312.89917129976675,313.8966216999106,313.8966216999106,313.91449069976807,316.0961597999558,l,2.182947900146246,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
11,30,7,12,4,88,0,316.11229599965736,,316.0971889998764,316.11229599965736,317.1104158000089,317.1104158000089,317.1267203995958,318.39391889981925,l,1.2767929998226464,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
40,55,62,12,5,89,3,318.41008810000494,,318.39490729989484,318.41008810000494,319.4083734997548,319.4083734997548,319.4246703996323,320.17678890004754,t,0.7559261000715196,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
67,75,119,12,6,90,5,320.1914216997102,,320.1777931000106,320.1914216997102,321.1893018996343,321.1893018996343,321.2069486998953,322.2080999999307,t,1.0089231999590993,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
27,50,21,13,0,91,2,322.22387239988893,,322.2091099997051,322.22387239988893,323.2225456996821,323.2225456996821,323.23974270001054,324.30575279984623,l,1.07201540004462,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
15,35,13,13,1,92,1,324.32088249968365,,324.3068970995955,324.32088249968365,325.3189276997,325.3189276997,325.33656679978594,326.1713759996928,l,0.8489816002547741,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
67,75,119,13,2,93,5,326.1870501996018,,326.1723568998277,326.1870501996018,327.183904199861,327.183904199861,327.20173459965736,327.8522834996693,t,0.6570099000819027,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
11,30,7,13,3,94,0,327.8688207999803,,327.8534678998403,327.8688207999803,328.86576960003003,328.86576960003003,328.88239319995046,329.584968699608,l,0.7161514000035822,None,03,001,2024-11-12_10h25.33.677,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h26.36.780744 +0530,
