reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,Fixation.started,text.started,key_resp.started,Fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
15,35,13,0,0,0,1,0.06692579993978143,,0.015468500088900328,0.06692579993978143,1.0145125999115407,1.0145125999115407,1.0810982999391854,2.921732199843973,l,1.887516999617219,None,02,001,2024-11-12_10h21.00.068,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h21.10.542811 +0530,
49,60,89,0,1,1,4,2.9467507996596396,,2.9243051996454597,2.9467507996596396,3.9290632000193,3.9290632000193,3.961948599666357,4.879528199788183,t,0.9395865998230875,None,02,001,2024-11-12_10h21.00.068,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h21.10.542811 +0530,
67,75,119,0,2,2,5,4.897243899758905,,4.8810482998378575,4.897243899758905,5.894029600080103,5.894029600080103,5.909791799727827,7.394944299943745,t,1.491695400327444,None,02,001,2024-11-12_10h21.00.068,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h21.10.542811 +0530,
78,80,162,0,3,3,6,7.413871199823916,,7.395996700040996,7.413871199823916,8.407066300045699,8.407066300045699,8.42511329986155,9.375079799909145,t,0.9605363002046943,None,02,001,2024-11-12_10h21.00.068,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h21.10.542811 +0530,
40,55,62,0,4,4,3,9.392363999970257,,9.376118999905884,9.392363999970257,10.388654199894518,10.388654199894518,10.40504809981212,11.572034599725157,t,1.1691640000790358,None,02,001,2024-11-12_10h21.00.068,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h21.10.542811 +0530,
27,50,21,0,5,5,2,11.588690199889243,,11.573055199813098,11.588690199889243,12.587508699856699,12.587508699856699,12.603180699981749,14.020969499833882,l,1.4247098001651466,None,02,001,2024-11-12_10h21.00.068,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h21.10.542811 +0530,
11,30,7,0,6,6,0,14.039318799972534,,14.02248529996723,14.039318799972534,15.03417669981718,15.03417669981718,15.052527599968016,16.285239099990577,l,1.2361000999808311,None,02,001,2024-11-12_10h21.00.068,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h21.10.542811 +0530,
11,30,7,1,0,7,0,16.299365299753845,,16.28621959965676,16.299365299753845,17.298897299915552,17.298897299915552,17.298897299915552,18.184496599715203,l,0.8668248001486063,None,02,001,2024-11-12_10h21.00.068,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h21.10.542811 +0530,
67,75,119,1,1,8,5,18.199061799794436,,18.185595199931413,18.199061799794436,19.19672010000795,19.19672010000795,19.19672010000795,20.0321434000507,t,0.8297927998937666,None,02,001,2024-11-12_10h21.00.068,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h21.10.542811 +0530,
27,50,21,1,2,9,2,20.047384900040925,,20.0332022998482,20.047384900040925,21.045725899748504,21.045725899748504,21.061967299785465,22.147410799749196,t,1.0939874001778662,None,02,001,2024-11-12_10h21.00.068,DelayDiscountingTask,2024.1.5,None,2024-11-12 10h21.10.542811 +0530,
