trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
85,0,85,0,144.03084679995663,,143.9680141999852,10,144.03084679995663,144.03084679995663,0.04567889985628426,145.2804235999938,[-0.04976851851851852],[-0.13078703703703703],[1],[0],[0],[1.2671145999338478],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
86,0,86,0,145.31671479996294,,145.28628309979104,5,145.31671479996294,145.31671479996294,0.021577199921011925,146.14394039986655,[-0.032407407407407406],[-0.12268518518518519],[1],[0],[0],[0.8365289999637753],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
87,0,87,0,146.21256439993158,,146.14842029986903,10,146.21256439993158,146.21256439993158,0.04824719997122884,147.7586933998391,[0.2326388888888889],[-0.29282407407407407],[1],[0],[0],[1.5625130999833345],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
88,0,88,0,147.7955096999649,,147.76087609981187,10,147.7955096999649,147.7955096999649,0.022637300193309784,150.38579589989968,[0.45601851851851855],[0.39467592592592593],[1],[0],[0],[2.6022193001117557],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
89,0,89,0,150.42505229986273,,150.39010779978707,5,150.42505229986273,150.42505229986273,0.023332900134846568,151.5900658997707,[0.41087962962962965],[0.48032407407407407],[1],[0],[0],[1.1767653001006693],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
90,0,90,0,151.64478869992308,,151.5979438999202,5,151.64478869992308,151.64478869992308,0.03165030013769865,153.30362889985554,[0.21180555555555555],[-0.04282407407407408],[1],[0],[0],[1.6751056001521647],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
91,0,91,0,153.33891679998487,,153.30586119997315,10,153.33891679998487,153.33891679998487,0.022540300153195858,154.9185562999919,[0.45601851851851855],[-0.1863425925925926],[1],[0],[0],[1.5901586001273245],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
92,0,92,0,154.9758760998957,,154.92230799980462,10,154.9758760998957,154.9758760998957,0.039176000049337745,157.36674459977075,[0.1909722222222222],[-0.15162037037037038],[1],[0],[0],[2.405447999946773],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
93,0,93,0,157.41652639978565,,157.36982819996774,5,157.41652639978565,157.41652639978565,0.034920800011605024,159.06516369991004,[-0.009259259259259259],[0.30787037037037035],[1],[0],[0],[1.6606808998622],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
94,0,94,0,159.12827289989218,,159.06960539985448,10,159.12827289989218,159.12827289989218,0.04912089998833835,160.1645581999328,[-0.22685185185185186],[0.31712962962962965],[1],[0],[0],[1.0463353001978248],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
95,0,95,0,160.18747309991159,,160.1677407999523,5,160.18747309991159,160.18747309991159,0.013565199915319681,161.84637779998593,[0.44675925925925924],[0.19212962962962962],[1],[0],[0],[1.6653289999812841],[],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
96,0,96,0,161.87105109984986,,161.8494144999422,5,161.87105109984986,161.87105109984986,0.013337499927729368,162.8614105999004,[0.40162037037037035],[0.023148148148148147],[1],[0],[0],[0.9987245001830161],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
97,0,97,0,162.88437139987946,,162.8640971998684,5,162.88437139987946,162.88437139987946,0.012107400223612785,164.39417189988308,[0.0023148148148148147],[0.2604166666666667],[1],[0],[0],[1.518071600003168],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
98,0,98,0,164.44028649991378,,164.3984283998143,10,164.44028649991378,164.44028649991378,0.031176399905234575,165.9253175999038,[0.3773148148148148],[0.0787037037037037],[1],[0],[0],[1.496130600105971],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
99,0,99,0,165.9651802999433,,165.92979529988952,5,165.9651802999433,165.9651802999433,0.024559799814596772,167.0904532999266,[0.1875],[0.29398148148148145],[1],[0],[0],[1.1367174999322742],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
100,0,100,0,167.12900439999066,,167.0929626999423,10,167.12900439999066,167.12900439999066,0.02451759995892644,169.54145289980806,[0.08333333333333333],[0.49074074074074076],[1],[0],[0],[2.4240419999696314],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
101,0,101,0,169.58264329982921,,169.54635499999858,5,169.58264329982921,169.58264329982921,0.021684200037270784,171.15617139986716,[-0.43287037037037035],[-0.28935185185185186],[1],[0],[0],[1.5885755000635982],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
102,0,102,0,171.21511699981056,,171.16277729999274,5,171.21511699981056,171.21511699981056,0.03723910008557141,173.16995539981872,[0.15625],[0.2662037037037037],[1],[0],[0],[1.9706317998934537],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
103,0,103,0,173.26951369992457,,173.17644539987668,10,173.26951369992457,173.26951369992457,0.06692810007371008,174.6006814998109,[0.2037037037037037],[0.3819444444444444],[1],[0],[0],[1.3581400997936726],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
104,0,104,0,174.63784269988537,,174.60500799980946,5,174.63784269988537,174.63784269988537,0.02127869985997677,176.3164485997986,[0.2337962962962963],[-0.18287037037037038],[1],[0],[0],[1.6903717000968754],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
105,0,105,0,176.36086199991405,,176.32323249988258,5,176.36086199991405,176.36086199991405,0.028313999995589256,177.5819835998118,[0.2326388888888889],[-0.0011574074074074073],[1],[0],[0],[1.2314589000307024],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
106,0,106,0,177.65024289977737,,177.5863609998487,10,177.65024289977737,177.65024289977737,0.04357089987024665,179.19633739977144,[0.3587962962962963],[-0.23726851851851852],[1],[0],[0],[1.5668014001566917],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
107,0,107,0,179.2311941999942,,179.20061029982753,5,179.2311941999942,179.2311941999942,0.020648099947720766,181.18116579996422,[-0.037037037037037035],[0.5],[1],[0],[0],[1.9600657001137733],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
108,0,108,0,181.2672010997776,,181.18756769993342,10,181.2672010997776,181.2672010997776,0.06438500015065074,183.34244799986482,[-0.11805555555555555],[-0.19791666666666666],[1],[0],[0],[2.091345499968156],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
109,0,109,0,183.37957019987516,,183.34667889983393,5,183.37957019987516,183.37957019987516,0.021171099971979856,184.90905729983933,[0.23726851851851852],[-0.08564814814814815],[1],[0],[0],[1.5413027999456972],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
110,0,110,0,184.9538555999752,,184.91603559977375,5,184.9538555999752,184.9538555999752,0.029265800025314093,186.4741402999498,[-0.21064814814814814],[-0.006944444444444444],[1],[0],[0],[1.5299218001309782],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
111,0,111,0,186.51483289990574,,186.47827589977533,5,186.51483289990574,186.51483289990574,0.024765399983152747,187.955418799771,[0.1400462962962963],[0.3125],[1],[0],[0],[1.4525621000211686],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
112,0,112,0,188.00985099980608,,187.96242629992776,5,188.00985099980608,188.00985099980608,0.035467099864035845,189.61953879985958,[-0.4074074074074074],[-0.08333333333333333],[1],[0],[0],[1.6230677000712603],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
113,0,113,0,189.6419674998615,,189.62191629991867,5,189.6419674998615,189.6419674998615,0.01139650004915893,191.38554079993628,[0.4027777777777778],[0.20833333333333334],[1],[0],[0],[1.7520208000205457],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
114,0,114,0,191.42311359988526,,191.3877326999791,5,191.42311359988526,191.42311359988526,0.019107199972495437,193.1182052998338,[-0.10416666666666667],[0.24421296296296297],[1],[0],[0],[1.7110131001099944],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
115,0,115,0,193.2004651997704,,193.12481189984828,10,193.2004651997704,193.2004651997704,0.05549499997869134,194.9827904999256,[-0.09143518518518519],[0.4270833333333333],[1],[0],[0],[1.8034014999866486],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
116,0,116,0,195.00390719994903,,194.98507999978028,5,195.00390719994903,195.00390719994903,0.01269140001386404,196.94785219989717,[-0.44212962962962965],[-0.3472222222222222],[1],[0],[0],[1.9498131999280304],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
117,0,117,0,197.03165169991553,,196.9544658998493,10,197.03165169991553,197.03165169991553,0.061144699808210135,198.5609433997888,[-0.2604166666666667],[-0.41898148148148145],[1],[0],[0],[1.5464357000309974],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
118,0,118,0,198.58784389984794,,198.56386279989965,5,198.58784389984794,198.58784389984794,0.017149499850347638,201.1450669998303,[-0.03009259259259259],[0.020833333333333332],[1],[0],[0],[2.563906399998814],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
119,0,119,0,201.19190559978597,,201.15147169982083,5,201.19190559978597,201.19190559978597,0.02849239995703101,202.57474249997176,[-0.3819444444444444],[-0.09490740740740741],[1],[0],[0],[1.395740699954331],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
120,0,120,0,202.64530719979666,,202.57901869993657,10,202.64530719979666,202.64530719979666,0.042306800140067935,205.42149989982136,[0.31712962962962965],[0.34375],[1],[0],[0],[2.8006113001611084],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
121,0,121,0,205.45732059981674,,205.42598029994406,5,205.45732059981674,205.45732059981674,0.021377800032496452,207.7222511,[0.18518518518518517],[0.47453703703703703],[1],[0],[0],[2.2753317998722196],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
122,0,122,0,207.76093899994157,,207.72644219989888,5,207.76093899994157,207.76093899994157,0.02405390003696084,209.26932849991135,[-0.011574074074074073],[0.06944444444444445],[1],[0],[0],[1.5188184999860823],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
123,0,123,0,209.32323809992522,,209.27585099986754,5,209.32323809992522,209.32323809992522,0.03301279991865158,210.92037799977697,[0.3472222222222222],[-0.041666666666666664],[1],[0],[0],[1.612171299988404],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
124,0,124,0,210.98207859997638,,210.92722999979742,5,210.98207859997638,210.98207859997638,0.04087950009852648,212.4663168999832,[0.4212962962962963],[0.41898148148148145],[1],[0],[0],[1.4990346000995487],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
125,0,125,0,212.5737063998822,,212.47298099985346,10,212.5737063998822,212.5737063998822,0.07034320011734962,214.04443639982492,[0.2708333333333333],[0.11342592592592593],[1],[0],[0],[1.50194409978576],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
126,0,126,0,214.0889360997826,,214.0473672999069,5,214.0889360997826,214.0889360997826,0.025194399990141392,215.95189369982108,[0.21180555555555555],[0.08680555555555555],[1],[0],[0],[1.8791865999810398],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
127,0,127,0,216.00690119992942,,215.95848879986443,5,216.00690119992942,216.00690119992942,0.033996300073340535,217.32776129990816,[0.11226851851851852],[0.14467592592592593],[1],[0],[0],[1.3364000001456589],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
128,0,128,0,217.4108999997843,,217.33452449995093,10,217.4108999997843,217.4108999997843,0.05980899999849498,219.525523299817,[-0.42592592592592593],[-0.20601851851851852],[1],[0],[0],[2.132057199953124],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
129,0,129,0,219.57665789988823,,219.5303811999038,10,219.57665789988823,219.57665789988823,0.037595100002363324,220.65761589980684,[-0.40046296296296297],[-0.1087962962962963],[1],[0],[0],[1.090220999903977],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
130,0,130,0,220.7079079998657,,220.66002539987676,10,220.7079079998657,220.7079079998657,0.03695550002157688,223.00543949985877,[0.40162037037037035],[-0.3263888888888889],[1],[0],[0],[2.3083069000858814],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
131,0,131,0,223.03991099982522,,223.01002309983596,5,223.03991099982522,223.03991099982522,0.02046540006995201,224.77061039977707,[-0.0775462962962963],[-0.40046296296296297],[1],[0],[0],[1.7404771000146866],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
132,0,132,0,224.83251769980416,,224.77435399987735,10,224.83251769980416,224.83251769980416,0.042763000121340156,226.16883739992045,[0.03935185185185185],[-0.3541666666666667],[1],[0],[0],[1.3521243000868708],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
133,0,133,0,226.20527459983714,,226.17278899997473,5,226.20527459983714,226.20527459983714,0.02114570001140237,227.80131829995662,[0.14351851851851852],[0.2951388888888889],[1],[0],[0],[1.607582800090313],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
134,0,134,0,227.85427249991335,,227.80559109989554,10,227.85427249991335,227.85427249991335,0.038670700043439865,229.16621309984475,[0.40162037037037035],[0.2673611111111111],[1],[0],[0],[1.3222532998770475],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
135,0,135,0,229.2007197998464,,229.17042199987918,5,229.2007197998464,229.2007197998464,0.019936300115659833,230.5171816998627,[0.4097222222222222],[0.11226851851851852],[1],[0],[0],[1.3269572998397052],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
136,0,136,0,230.55980129982345,,230.52376949996687,5,230.55980129982345,230.55980129982345,0.02785279997624457,232.09878729982302,[-0.17592592592592593],[-0.11342592592592593],[1],[0],[0],[1.5477527000475675],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
137,0,137,0,232.16797249997035,,232.10543089988641,10,232.16797249997035,232.16797249997035,0.05281629995442927,234.96182289998978,[0.14930555555555555],[-0.38773148148148145],[1],[0],[0],[2.804474900010973],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
138,0,138,0,234.99524009996094,,234.96574569982477,5,234.99524009996094,234.99524009996094,0.02031320007517934,236.89679699996486,[0.22453703703703703],[-0.48148148148148145],[1],[0],[0],[1.9108473001979291],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
139,0,139,0,236.96966389985755,,236.90333739994094,10,236.96966389985755,236.96966389985755,0.05113180004991591,238.45701809995808,[0.19212962962962962],[-0.04861111111111111],[1],[0],[0],[1.503737600054592],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
140,0,140,0,238.47756149992347,,238.4593902998604,5,238.47756149992347,238.47756149992347,0.011112899985164404,239.77259999979287,[0.02199074074074074],[-0.08564814814814815],[1],[0],[0],[1.302224799990654],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
141,0,141,0,239.7964899998624,,239.7759959998075,5,239.7964899998624,239.7964899998624,0.01438200008124113,241.29004339990206,[-0.09722222222222222],[0.2013888888888889],[1],[0],[0],[1.499299000017345],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
142,0,142,0,241.34417099994607,,241.29653149982914,5,241.34417099994607,241.34417099994607,0.03320239996537566,242.78820009995252,[-0.25810185185185186],[-0.07523148148148148],[1],[0],[0],[1.4594946999568492],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
143,0,143,0,242.83130299998447,,242.79263049992733,10,242.83130299998447,242.83130299998447,0.03048430010676384,244.91796369990334,[0.027777777777777776],[0.08217592592592593],[1],[0],[0],[2.0952968997880816],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
144,0,144,0,244.9776943998877,,244.92253099987283,10,244.9776943998877,244.9776943998877,0.038909099996089935,246.58295779977925,[0.27546296296296297],[0.08564814814814815],[1],[0],[0],[1.6221422001253814],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
145,0,145,0,246.611174199963,,246.58528919983655,5,246.611174199963,246.611174199963,0.01998250000178814,247.99852479994297,[0.1875],[0.25578703703703703],[1],[0],[0],[1.3934493998531252],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
146,0,146,0,248.03700969996862,,248.000802999828,10,248.03700969996862,248.03700969996862,0.02677420014515519,251.20757949980907,[-0.36226851851851855],[0.25925925925925924],[1],[0],[0],[3.1797737998422235],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
147,0,147,0,251.2622526998166,,251.21451209997758,5,251.2622526998166,251.2622526998166,0.03466539992950857,252.87682349979877,[0.1284722222222222],[0.1111111111111111],[1],[0],[0],[1.6288048001006246],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
148,0,148,0,252.90034049982205,,252.87919249990955,5,252.90034049982205,252.90034049982205,0.014861500123515725,254.67652809992433,[0.4849537037037037],[0.3923611111111111],[1],[0],[0],[1.7822052000556141],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
149,0,149,0,254.7403297999408,,254.68339129979722,10,254.7403297999408,254.7403297999408,0.04719189996831119,259.3057101999875,[-0.1284722222222222],[0.009259259259259259],[1],[0],[0],[4.575849799904972],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
150,0,150,0,259.3587850998156,,259.31213399977423,5,259.3587850998156,259.3587850998156,0.03156050015240908,261.57081449986435,[0.24537037037037038],[0.14583333333333334],[1],[0],[0],[2.227726300014183],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
151,0,151,0,261.6517328999471,,261.5773158997763,10,261.6517328999471,261.6517328999471,0.057776100002229214,262.9860059998464,[0.20717592592592593],[0.020833333333333332],[1],[0],[0],[1.3517676000483334],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
152,0,152,0,263.0605009999126,,262.99194589979015,10,263.0605009999126,263.0605009999126,0.05238509993068874,264.48271799995564,[0.02546296296296296],[0.45717592592592593],[1],[0],[0],[1.4391016999725252],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
153,0,153,0,264.5115313997958,,264.48497299989685,5,264.5115313997958,264.5115313997958,0.010783299803733826,266.05113249993883,[0.15393518518518517],[-0.24074074074074073],[1],[0],[0],[1.5548847001045942],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
154,0,154,0,266.14541699993424,,266.05769469984807,10,266.14541699993424,266.14541699993424,0.06494059995748103,267.86480989982374,[0.47337962962962965],[-0.034722222222222224],[1],[0],[0],[1.7429988000076264],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
155,0,155,0,267.8992133999709,,267.86903229984455,5,267.8992133999709,267.8992133999709,0.020726000191643834,270.5447328998707,[-0.4085648148148148],[0.3912037037037037],[1],[0],[0],[2.6554813999682665],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
156,0,156,0,270.61204979987815,,270.5491144999396,10,270.61204979987815,270.61204979987815,0.04369230009615421,271.9849896999076,[-0.14699074074074073],[-0.1111111111111111],[1],[0],[0],[1.3922317000105977],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
157,0,157,0,272.0608784998767,,271.9920541997999,10,272.0608784998767,272.0608784998767,0.05277299997396767,274.0913456999697,[0.08333333333333333],[-0.14699074074074073],[1],[0],[0],[2.047749300021678],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
158,0,158,0,274.1266087999102,,274.0955948999617,5,274.1266087999102,274.1266087999102,0.021163800032809377,275.60686469986103,[-0.08564814814814815],[0.04861111111111111],[1],[0],[0],[1.4904092999640852],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
159,0,159,0,275.6922718998976,,275.6110162998084,10,275.6922718998976,275.6922718998976,0.05445970012806356,277.8710223999806,[0.10532407407407407],[-0.3784722222222222],[1],[0],[0],[2.2058060001581907],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
160,0,160,0,277.9258385999128,,277.87514919997193,10,277.9258385999128,277.9258385999128,0.03991000005044043,280.9351374998223,[0.22685185185185186],[0.3449074074074074],[1],[0],[0],[3.0203257999382913],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
161,0,161,0,280.9745255999733,,280.9380181999877,10,280.9745255999733,280.9745255999733,0.022370199905708432,283.14854419999756,[-0.46296296296296297],[0.2662037037037037],[1],[0],[0],[2.1884446998592466],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
162,0,162,0,283.1929122998845,,283.15136719984,10,283.1929122998845,283.1929122998845,0.028295799857005477,284.8806016999297,[0.19675925925925927],[0.011574074074074073],[1],[0],[0],[1.701038399944082],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
163,0,163,0,284.907315999968,,284.8829397999216,5,284.907315999968,284.907315999968,0.01741329999640584,286.51419689995237,[-0.0625],[0.16550925925925927],[1],[0],[0],[1.6136385998688638],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
164,0,164,0,286.56254709977657,,286.5204343998339,5,286.56254709977657,286.56254709977657,0.030309299938380718,288.25170509982854,[-0.13541666666666666],[-0.33564814814814814],[1],[0],[0],[1.7015782999806106],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
165,0,165,0,288.32152709993534,,288.25985519983806,10,288.32152709993534,288.32152709993534,0.04767669993452728,290.19220219994895,[-0.0763888888888889],[-0.2604166666666667],[1],[0],[0],[1.8857183000072837],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
166,0,166,0,290.22572669992223,,290.19608719996177,5,290.22572669992223,290.22572669992223,0.018966199830174446,292.0422587997746,[0.3287037037037037],[-0.3819444444444444],[1],[0],[0],[1.8272326001897454],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
167,0,167,0,292.11266479990445,,292.04890999989584,10,292.11266479990445,292.11266479990445,0.04822039999999106,294.12204809999093,[-0.40625],[0.30787037037037035],[1],[0],[0],[2.025851799873635],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
168,0,168,0,294.1845142999664,,294.1261773998849,10,294.1845142999664,294.1845142999664,0.04279149998910725,295.2729321999941,[-0.41203703703703703],[0.26967592592592593],[1],[0],[0],[1.104423400014639],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
169,0,169,0,295.3063921998255,,295.27701889979653,5,295.3063921998255,295.3063921998255,0.019634699914604425,296.9210120998323,[-0.27546296296296297],[0.38425925925925924],[1],[0],[0],[1.6245297999121249],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
170,0,170,0,296.97033919999376,,296.9278287999332,5,296.97033919999376,296.97033919999376,0.03304760018363595,299.0356482998468,[0.30324074074074076],[-0.34953703703703703],[1],[0],[0],[2.0756733000744134],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
