trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
40,0,40,0,65.77532969997264,,65.73825789988041,10,65.77532969997264,65.77532969997264,0.028165399795398116,67.6618808999192,[0.21296296296296297],[-0.19212962962962962],[1],[0],[0],[1.895119900116697],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
41,0,41,0,67.71418889984488,,67.66913539986126,5,67.71418889984488,67.71418889984488,0.03529169992543757,69.51555029978044,[-0.02546296296296296],[-0.32175925925925924],[1],[0],[0],[1.8121579000726342],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
42,0,42,0,69.5811998997815,,69.52009589993395,10,69.5811998997815,69.5811998997815,0.04579469980672002,71.44674849999137,[0.3263888888888889],[-0.13194444444444445],[1],[0],[0],[1.881311200093478],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
43,0,43,0,71.4689902998507,,71.44900219980627,5,71.4689902998507,71.4689902998507,0.010624400107190013,73.37956039980054,[-0.3055555555555556],[0.36921296296296297],[1],[0],[0],[1.9198028000537306],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
44,0,44,0,73.46636259998195,,73.38535249978304,10,73.46636259998195,73.46636259998195,0.05792520008981228,74.92692389991134,[0.19328703703703703],[-0.034722222222222224],[1],[0],[0],[1.4845458001364022],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
45,0,45,0,74.94856069982052,,74.92966019990854,5,74.94856069982052,74.94856069982052,0.012015199987217784,76.39242359995842,[0.27546296296296297],[0.3101851851851852],[1],[0],[0],[1.450922799995169],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
46,0,46,0,76.429549299879,,76.39510459988378,10,76.429549299879,76.429549299879,0.024564400082454085,79.20595539989881,[-0.14351851851851852],[0.5],[1],[0],[0],[2.7864558999426663],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
47,0,47,0,79.23126289993525,,79.2083835999947,5,79.23126289993525,79.23126289993525,0.010584899922832847,80.63970869989134,[0.16898148148148148],[0.05439814814814815],[1],[0],[0],[1.4207060998305678],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
48,0,48,0,80.67705869977362,,80.64548339997418,5,80.67705869977362,80.67705869977362,0.022067700047045946,82.32094519981183,[0.2604166666666667],[-0.1111111111111111],[1],[0],[0],[1.6537766000255942],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
49,0,49,0,82.38600189983845,,82.32502269977704,10,82.38600189983845,82.38600189983845,0.04076940007507801,84.8348502998706,[-0.2673611111111111],[0.4525462962962963],[1],[0],[0],[2.4695224999450147],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
50,0,50,0,84.87321339990012,,84.83987409994006,5,84.87321339990012,84.87321339990012,0.02171460003592074,86.55057549988851,[0.0],[-0.16087962962962962],[1],[0],[0],[1.6892277000006288],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
51,0,51,0,86.60224259993993,,86.55709039978683,5,86.60224259993993,86.60224259993993,0.030876500066369772,88.09917949978262,[-0.052083333333333336],[-0.42824074074074076],[1],[0],[0],[1.5119853001087904],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
52,0,52,0,88.17094629979692,,88.1059558999259,10,88.17094629979692,88.17094629979692,0.051311499904841185,90.31352769979276,[0.1736111111111111],[-0.39351851851851855],[1],[0],[0],[2.1570798999164253],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
53,0,53,0,90.38064939994365,,90.31804929999635,10,90.38064939994365,90.38064939994365,0.04512469982728362,91.8605601999443,[0.09143518518518519],[-0.018518518518518517],[1],[0],[0],[1.4980697000864893],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
54,0,54,0,91.9001372999046,,91.86292169988155,10,91.9001372999046,91.9001372999046,0.026205800008028746,93.37897189985961,[-0.2465277777777778],[0.07175925925925926],[1],[0],[0],[1.4896636998746544],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
55,0,55,0,93.45634439983405,,93.38540029991418,10,93.45634439983405,93.45634439983405,0.05383009999059141,94.95989369996823,[0.4930555555555556],[-0.03125],[1],[0],[0],[1.5216454998590052],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
56,0,56,0,95.00972799980082,,94.96372949983925,10,95.00972799980082,95.00972799980082,0.03616399993188679,96.84014719980769,[-0.2534722222222222],[0.23726851851851852],[1],[0],[0],[1.8406803999096155],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
57,0,57,0,96.8971036998555,,96.84427859983407,10,96.8971036998555,96.8971036998555,0.040401200065389276,99.254225499928,[-0.30787037037037035],[-0.22453703703703703],[1],[0],[0],[2.3697779001668096],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
58,0,58,0,99.32346679992042,,99.26077649998479,10,99.32346679992042,99.32346679992042,0.04995190002955496,100.41993219987489,[0.24074074074074073],[-0.11458333333333333],[1],[0],[0],[1.1101955000776798],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
59,0,59,0,100.4618486999534,,100.42218719981611,10,100.4618486999534,100.4618486999534,0.027377599850296974,102.08546119998209,[0.08796296296296297],[-0.44212962962962965],[1],[0],[0],[1.6358604000415653],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
60,0,60,0,102.13908939994872,,102.09094659984112,10,102.13908939994872,102.13908939994872,0.035280399955809116,104.18322839983739,[0.34837962962962965],[-0.4525462962962963],[1],[0],[0],[2.0574767999351025],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
61,0,61,0,104.2512948999647,,104.18765049986541,10,104.2512948999647,104.2512948999647,0.04104160005226731,106.39922159980051,[0.061342592592592594],[0.20601851851851852],[1],[0],[0],[2.1710173999890685],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
62,0,62,0,106.44337239977904,,106.4042248998303,5,106.44337239977904,106.44337239977904,0.02817249996587634,108.23193909996189,[-0.3819444444444444],[0.42476851851851855],[1],[0],[0],[1.8000765000469983],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
63,0,63,0,108.27640499989502,,108.2384392998647,5,108.27640499989502,108.27640499989502,0.029760199831798673,110.82763189985417,[0.45717592592592593],[-0.4537037037037037],[1],[0],[0],[2.5603698000777513],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
64,0,64,0,110.90214959997684,,110.83443539985456,10,110.90214959997684,110.90214959997684,0.05297480011358857,112.22621149988845,[0.16319444444444445],[-0.03125],[1],[0],[0],[1.3397553998511285],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
65,0,65,0,112.2494568999391,,112.22913179988973,5,112.2494568999391,112.2494568999391,0.013035800075158477,113.94174639997073,[-0.4756944444444444],[0.0625],[1],[0],[0],[1.6996090000029653],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
66,0,66,0,113.97566429991275,,113.94586409977637,5,113.97566429991275,113.97566429991275,0.02110590017400682,115.92301089991815,[0.40625],[0.4756944444444444],[1],[0],[0],[1.9563174999784678],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
67,0,67,0,115.99908799980767,,115.9297624998726,10,115.99908799980767,115.99908799980767,0.055191799998283386,117.47160029993393,[-0.22916666666666666],[0.23958333333333334],[1],[0],[0],[1.4874571000691503],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
68,0,68,0,117.49261639988981,,117.47381899994798,5,117.49261639988981,117.49261639988981,0.011512599885463715,119.13699909998104,[0.41550925925925924],[-0.19675925925925927],[1],[0],[0],[1.6513678999617696],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
69,0,69,0,119.18546539987437,,119.14267759979703,5,119.18546539987437,119.18546539987437,0.029927900061011314,120.48518829979002,[0.08101851851851852],[0.33796296296296297],[1],[0],[0],[1.313188400119543],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
70,0,70,0,120.55473789991811,,120.49120939988643,10,120.55473789991811,120.55473789991811,0.051640900084748864,122.98797859996557,[-0.4074074074074074],[-0.30092592592592593],[1],[0],[0],[2.445805300027132],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
71,0,71,0,123.02547559980303,,122.9923558998853,5,123.02547559980303,123.02547559980303,0.02083780011162162,124.16444049985148,[0.2847222222222222],[-0.0625],[1],[0],[0],[1.1516833000350744],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
72,0,72,0,124.23585159983486,,124.16886389977299,10,124.23585159983486,124.23585159983486,0.04605890018865466,125.2134201999288,[0.3298611111111111],[-0.08796296296296297],[1],[0],[0],[0.9991094002034515],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
73,0,73,0,125.23463139985688,,125.21649669995531,5,125.23463139985688,125.23463139985688,0.012000999879091978,126.86259229993448,[-0.42476851851851855],[-0.13078703703703703],[1],[0],[0],[1.6339432999957353],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
74,0,74,0,126.89253589999862,,126.86620439984836,5,126.89253589999862,126.89253589999862,0.01809210004284978,128.11161699984223,[-0.44328703703703703],[0.024305555555555556],[1],[0],[0],[1.2276639000046998],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
75,0,75,0,128.1341445997823,,128.11537729995325,5,128.1341445997823,128.1341445997823,0.012484800070524216,129.69187260000035,[0.1701388888888889],[0.11458333333333333],[1],[0],[0],[1.5641799999866635],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
76,0,76,0,129.7140819998458,,129.69414719985798,5,129.7140819998458,129.7140819998458,0.010965200141072273,131.74046249990351,[-0.36689814814814814],[0.29398148148148145],[1],[0],[0],[2.035300899995491],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
77,0,77,0,131.77769959997386,,131.74523799982853,5,131.77769959997386,131.77769959997386,0.022307800129055977,133.06067629996687,[-0.0763888888888889],[0.08217592592592593],[1],[0],[0],[1.2933530998416245],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
78,0,78,0,133.10033209994435,,133.06695009977557,5,133.10033209994435,133.10033209994435,0.023623199900612235,134.37297109980136,[0.09490740740740741],[0.16666666666666666],[1],[0],[0],[1.2827906000893563],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
79,0,79,0,134.45614029979333,,134.3795278999023,10,134.45614029979333,134.45614029979333,0.05780160007998347,135.8039192999713,[-0.07523148148148148],[0.034722222222222224],[1],[0],[0],[1.3675871999002993],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
80,0,80,0,135.84452989976853,,135.80912579991855,5,135.84452989976853,135.84452989976853,0.02420930005609989,137.58578859991394,[0.17476851851851852],[-0.29050925925925924],[1],[0],[0],[1.7531057999003679],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
81,0,81,0,137.62272949982435,,137.59003809979185,5,137.62272949982435,137.62272949982435,0.021993600064888597,138.90106289996766,[-0.1736111111111111],[0.125],[1],[0],[0],[1.289270699955523],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
82,0,82,0,138.98212879989296,,138.90896609984338,10,138.98212879989296,138.98212879989296,0.05492060002870858,140.69924319977872,[0.34953703703703703],[-0.44675925925925924],[1],[0],[0],[1.7364704001229256],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
83,0,83,0,140.73397329985164,,140.70335139986128,5,140.73397329985164,140.73397329985164,0.021327299997210503,142.23117309994996,[0.4675925925925926],[-0.3726851851851852],[1],[0],[0],[1.5069454000331461],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
84,0,84,0,142.29965089983307,,142.23561489977874,10,142.29965089983307,142.29965089983307,0.04655780014581978,143.96340059977956,[-0.14583333333333334],[-0.14583333333333334],[1],[0],[0],[1.681601099902764],['target'],351306,001,2024-10-04_11h12.36.665,VisualSearch,2024.1.5,None,2024-10-04 11h12.41.560999 +0530,
