trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
10,0,10,0,19.04714249999961,,19.02665060001891,5,19.04714249999961,19.04714249999961,0.014397099963389337,21.206647099985275,[-0.49074074074074076],[0.09351851851851851],[1],[0],[0],[2.165463900018949],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
11,0,11,0,21.303786600008607,,21.21468889998505,10,21.303786600008607,21.303786600008607,0.06253439997090027,24.104111700027715,[0.475],[-0.16666666666666666],[1],[0],[0],[2.827854200033471],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
12,0,12,0,24.15558369999053,,24.111308499996085,5,24.15558369999053,24.15558369999053,0.029920400003902614,25.768649899982847,[0.014814814814814815],[0.06296296296296296],[1],[0],[0],[1.6288075000047684],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
13,0,13,0,25.824786200013477,,25.775038600026164,5,25.824786200013477,25.824786200013477,0.03236110002035275,27.91683430003468,[-0.2953703703703704],[0.14814814814814814],[1],[0],[0],[2.1102172999526374],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
14,0,14,0,27.95494999998482,,27.924095200025477,5,27.95494999998482,27.95494999998482,0.024050500011071563,30.115078300004825,[-0.10648148148148148],[-0.35462962962962963],[1],[0],[0],[2.1675573000102304],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
15,0,15,0,30.213192099996377,,30.123473400017247,10,30.213192099996377,30.213192099996377,0.06719410000368953,31.78412800002843,[-0.36018518518518516],[0.026851851851851852],[1],[0],[0],[1.5945572999771684],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
16,0,16,0,31.87741359998472,,31.790892500022892,10,31.87741359998472,31.87741359998472,0.06280960002914071,33.48582120001083,[-0.1037037037037037],[0.3861111111111111],[1],[0],[0],[1.6329766999697313],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
17,0,17,0,33.5860322000226,,33.49279839999508,10,33.5860322000226,33.5860322000226,0.06434029998490587,34.977263499982655,[-0.3925925925925926],[0.375],[1],[0],[0],[1.4210843999753706],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
18,0,18,0,35.04549659998156,,34.98464660003083,5,35.04549659998156,35.04549659998156,0.0528313999529928,36.792760199983604,[0.3212962962962963],[0.375],[1],[0],[0],[1.7559843999915756],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
19,0,19,0,36.85277160000987,,36.800739800033625,5,36.85277160000987,36.85277160000987,0.03617000003578141,38.9566252999939,[-0.022222222222222223],[-0.1537037037037037],[1],[0],[0],[2.121475099993404],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
20,0,20,0,39.01905970001826,,38.96436809998704,5,39.01905970001826,39.01905970001826,0.03874500002712011,40.28898730000947,[-0.14814814814814814],[-0.013888888888888888],[1],[0],[0],[1.2869905999978073],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
21,0,21,0,40.34588690003147,,40.296167900029104,5,40.34588690003147,40.34588690003147,0.03240590001223609,41.83778780000284,[0.3925925925925926],[0.37037037037037035],[1],[0],[0],[1.509981199982576],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
22,0,22,0,41.93477150000399,,41.84495940001216,10,41.93477150000399,41.93477150000399,0.06661939999321476,43.58493620000081,[-0.2972222222222222],[-0.10833333333333334],[1],[0],[0],[1.6742384000099264],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
23,0,23,0,43.639105800015386,,43.59197110001696,5,43.639105800015386,43.639105800015386,0.03195120004238561,44.86802739999257,[-0.3453703703703704],[0.10925925925925926],[1],[0],[0],[1.2452074000029825],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
24,0,24,0,44.97079320001649,,44.87615929997992,10,44.97079320001649,44.97079320001649,0.06914520001737401,46.42205290001584,[-0.22777777777777777],[-0.20092592592592592],[1],[0],[0],[1.4776219999766909],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
25,0,25,0,46.47294070001226,,46.427937000000384,5,46.47294070001226,46.47294070001226,0.03098169999429956,48.797515799989924,[-0.27314814814814814],[0.49722222222222223],[1],[0],[0],[2.3391860999981873],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
26,0,26,0,48.85433609999018,,48.80506029998651,5,48.85433609999018,48.85433609999018,0.03344700002344325,50.47965370002203,[0.05277777777777778],[0.15648148148148147],[1],[0],[0],[1.6417943999986164],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
27,0,27,0,50.536012099997606,,50.486261199985165,5,50.536012099997606,50.536012099997606,0.03285960003267974,51.87834500003373,[-0.19722222222222222],[0.24722222222222223],[1],[0],[0],[1.3598059000214562],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
28,0,28,0,51.94058520003455,,51.88633770000888,5,51.94058520003455,51.94058520003455,0.04083720000926405,54.22653960000025,[0.027777777777777776],[-0.19814814814814816],[1],[0],[0],[2.3000303999870084],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
29,0,29,0,54.32849749998422,,54.23461440001847,10,54.32849749998422,54.32849749998422,0.07123810000484809,55.53838739998173,[-0.15],[-0.11481481481481481],[1],[0],[0],[1.2336024000542238],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
30,0,30,0,55.63233589997981,,55.54553629999282,10,55.63233589997981,55.63233589997981,0.06150679994607344,56.99684929999057,[-0.028703703703703703],[-0.25833333333333336],[1],[0],[0],[1.3905111000058241],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
31,0,31,0,57.09585710003739,,57.00463450001553,10,57.09585710003739,57.09585710003739,0.06528839998645708,59.512209600012284,[0.4166666666666667],[0.15092592592592594],[1],[0],[0],[2.4430915999691933],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
32,0,32,0,59.56800020002993,,59.51951369998278,5,59.56800020002993,59.56800020002993,0.03319669998018071,61.3864176000352,[-0.1824074074074074],[0.1287037037037037],[1],[0],[0],[1.8348806000431068],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
33,0,33,0,61.44610100000864,,61.3942376000341,5,61.44610100000864,61.44610100000864,0.03483819996472448,63.0670020999969,[-0.20092592592592592],[-0.11296296296296296],[1],[0],[0],[1.63878580002347],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
34,0,34,0,63.16168249998009,,63.07412810000824,10,63.16168249998009,63.16168249998009,0.06451170000946149,67.14195690001361,[-0.025925925925925925],[0.28888888888888886],[1],[0],[0],[4.003915600012988],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
35,0,35,0,67.24383480002871,,67.14938140002778,10,67.24383480002871,67.24383480002871,0.0676804999820888,70.82449139998062,[0.04814814814814815],[0.24537037037037038],[1],[0],[0],[3.608225099975243],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
36,0,36,0,70.8765001000138,,70.83221349999076,5,70.8765001000138,70.8765001000138,0.03150610002921894,72.67590279999422,[-0.4462962962962963],[-0.04259259259259259],[1],[0],[0],[1.8126110999728553],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
37,0,37,0,72.78195899998536,,72.68426210002508,10,72.78195899998536,72.78195899998536,0.07066999998642132,74.87340480001876,[0.08981481481481482],[-0.33796296296296297],[1],[0],[0],[2.119541799998842],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
38,0,38,0,74.92828669998562,,74.88114210002823,5,74.92828669998562,74.92828669998562,0.032971000007819384,76.60501790000126,[-0.30925925925925923],[-0.24814814814814815],[1],[0],[0],[1.6920302000362426],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
39,0,39,0,76.7064322999795,,76.61304169998039,10,76.7064322999795,76.7064322999795,0.0673837999929674,78.7472323999973,[-0.4546296296296296],[0.09351851851851851],[1],[0],[0],[2.0675838999450207],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
40,0,40,0,78.84481720003532,,78.75582389999181,10,78.84481720003532,78.84481720003532,0.06563239998649806,80.06425420002779,[-0.29907407407407405],[0.44907407407407407],[1],[0],[0],[1.2439059000462294],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
41,0,41,0,80.16192169999704,,80.07157810003264,10,80.16192169999704,80.16192169999704,0.06623779999790713,81.46977710002102,[0.004629629629629629],[0.2777777777777778],[1],[0],[0],[1.3326390000293031],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
42,0,42,0,81.52310960000614,,81.47611430002144,5,81.52310960000614,81.52310960000614,0.030647799954749644,83.1987752999994,[0.4361111111111111],[-0.04722222222222222],[1],[0],[0],[1.6926154000102542],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
43,0,43,0,83.25313000002643,,83.20611570001347,5,83.25313000002643,83.25313000002643,0.030871500028297305,85.08041049999883,[-0.4666666666666667],[-0.13518518518518519],[1],[0],[0],[1.8440601999755017],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
44,0,44,0,85.18141730001662,,85.08822320000036,10,85.18141730001662,85.18141730001662,0.07135260000359267,87.92727729998296,[0.31296296296296294],[-0.41203703703703703],[1],[0],[0],[2.7685423999791965],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
45,0,45,0,87.98431329999585,,87.93483799998648,5,87.98431329999585,87.98431329999585,0.034836200007703155,90.02581930003362,[0.34814814814814815],[0.30648148148148147],[1],[0],[0],[2.056868600018788],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
46,0,46,0,90.08122860000003,,90.0331180000212,5,90.08122860000003,90.08122860000003,0.03351839998504147,91.90758860000642,[0.014814814814814815],[0.14444444444444443],[1],[0],[0],[1.8416416999534704],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
47,0,47,0,92.00610980001511,,91.91572679998353,10,92.00610980001511,92.00610980001511,0.06537780002690852,93.54278880002676,[0.175],[-0.13703703703703704],[1],[0],[0],[1.5628292000037618],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
48,0,48,0,93.638771500031,,93.55009979999159,10,93.638771500031,93.638771500031,0.06584290001774207,95.2982460000203,[0.030555555555555555],[0.09351851851851851],[1],[0],[0],[1.683544899977278],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
49,0,49,0,95.33869469998172,,95.30402320000576,5,95.33869469998172,95.33869469998172,0.024691400001756847,97.43586909997975,[0.24444444444444444],[-0.37777777777777777],[1],[0],[0],[2.1074626000481658],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
50,0,50,0,97.49031289998675,,97.44365410000319,5,97.49031289998675,97.49031289998675,0.031484799983445555,98.81797420000657,[0.025],[-0.16296296296296298],[1],[0],[0],[1.3435840999591164],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
51,0,51,0,98.87248650001129,,98.82422830001451,5,98.87248650001129,98.87248650001129,0.034061400045175105,101.0660160999978,[-0.487962962962963],[0.43333333333333335],[1],[0],[0],[2.2081706000026315],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
52,0,52,0,101.14887040003669,,101.07274700002745,10,101.14887040003669,101.14887040003669,0.05705930001568049,103.54848120000679,[0.475],[0.1675925925925926],[1],[0],[0],[2.419171700021252],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
53,0,53,0,103.60539779998362,,103.55608429998392,5,103.60539779998362,103.60539779998362,0.03295560000697151,105.14540259999922,[-0.43796296296296294],[0.018518518518518517],[1],[0],[0],[1.5571768000372685],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
54,0,54,0,105.23893420002423,,105.15240520000225,10,105.23893420002423,105.23893420002423,0.06189700000686571,106.54243299999507,[-0.10092592592592593],[0.31203703703703706],[1],[0],[0],[1.3284401000128128],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
55,0,55,0,106.59240570000838,,106.54930180002702,5,106.59240570000838,106.59240570000838,0.029193800000939518,109.14177410001867,[-0.2712962962962963],[0.5],[1],[0],[0],[2.5638729999773204],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
56,0,56,0,109.19617220002692,,109.14938920002896,5,109.19617220002692,109.19617220002692,0.03201770002488047,111.73885550000705,[0.35555555555555557],[-0.3296296296296296],[1],[0],[0],[2.5586377000436187],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
57,0,57,0,111.82911120000063,,111.74465589999454,10,111.82911120000063,111.82911120000063,0.06305439997231588,113.08772070001578,[0.006481481481481481],[0.2462962962962963],[1],[0],[0],[1.2806523000472225],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
58,0,58,0,113.14560510002775,,113.0935456000152,5,113.14560510002775,113.14560510002775,0.032094000023789704,114.88579660002142,[0.4888888888888889],[0.225],[1],[0],[0],[1.760751000023447],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
59,0,59,0,114.99893619999057,,114.89402790000895,10,114.99893619999057,114.99893619999057,0.06753709999611601,116.34806180000305,[0.16296296296296298],[0.4101851851851852],[1],[0],[0],[1.387318899971433],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
60,0,60,0,116.45045390003361,,116.35488519998034,10,116.45045390003361,116.45045390003361,0.06635999999707565,117.44215020001866,[0.1388888888888889],[0.37962962962962965],[1],[0],[0],[1.021703400008846],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
61,0,61,0,117.50007120001828,,117.44986200000858,5,117.50007120001828,117.50007120001828,0.033308800018858165,119.28278639999917,[-0.2111111111111111],[0.20277777777777778],[1],[0],[0],[1.8000967999687418],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
62,0,62,0,119.38544809998712,,119.29112830001395,10,119.38544809998712,119.38544809998712,0.06622440001228824,121.73370480001904,[0.46111111111111114],[0.07407407407407407],[1],[0],[0],[2.3781142000225373],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
63,0,63,0,121.82880720001413,,121.74028060003184,10,121.82880720001413,121.82880720001413,0.06593390001216903,124.00172360002762,[-0.34074074074074073],[-0.262037037037037],[1],[0],[0],[2.1964009999646805],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
64,0,64,0,124.05238360003568,,124.00762109999778,5,124.05238360003568,124.05238360003568,0.03117859998019412,126.29266079998342,[-0.03425925925925926],[-0.46944444444444444],[1],[0],[0],[2.2546009000507183],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
65,0,65,0,126.39099839999108,,126.30042330001015,10,126.39099839999108,126.39099839999108,0.06752490001963452,128.79081390000647,[0.4824074074074074],[0.075],[1],[0],[0],[2.4241953000309877],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
66,0,66,0,128.84724139998434,,128.79835870000534,5,128.84724139998434,128.84724139998434,0.033938300039153546,131.07099680003012,[0.3435185185185185],[0.1527777777777778],[1],[0],[0],[2.23927849996835],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
67,0,67,0,131.17581970000174,,131.07740690000355,10,131.17581970000174,131.17581970000174,0.06688639998901635,132.80230189999565,[0.16944444444444445],[0.2564814814814815],[1],[0],[0],[1.6588989999727346],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
68,0,68,0,132.89485159999458,,132.8087500000256,10,132.89485159999458,132.89485159999458,0.06145259999902919,134.68977360002464,[0.262037037037037],[-0.019444444444444445],[1],[0],[0],[1.8200513999909163],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
69,0,69,0,134.7490220000036,,134.69719670002814,5,134.7490220000036,134.7490220000036,0.037337199959438294,136.54879199998686,[0.1675925925925926],[-0.30277777777777776],[1],[0],[0],[1.8150635000201873],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
70,0,70,0,136.6075331000029,,136.55584620003356,5,136.6075331000029,136.6075331000029,0.036698599986266345,138.77997520001372,[-0.3638888888888889],[0.20277777777777778],[1],[0],[0],[2.18824330001371],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
71,0,71,0,138.87325960001908,,138.7868363999878,10,138.87325960001908,138.87325960001908,0.0630469000316225,140.47771140001714,[0.13240740740740742],[0.12222222222222222],[1],[0],[0],[1.6288476000190713],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
72,0,72,0,140.5722545000026,,140.48496229999,10,140.5722545000026,140.5722545000026,0.06400420004501939,143.930949600006,[-0.25833333333333336],[-0.2916666666666667],[1],[0],[0],[3.382582399994135],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
73,0,73,0,143.98021180002252,,143.9365073000081,5,143.98021180002252,143.98021180002252,0.029949699994176626,145.8565588000347,[0.24074074074074073],[-0.21574074074074073],[1],[0],[0],[1.8907363999751396],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
74,0,74,0,145.95068690000335,,145.86301820003428,10,145.95068690000335,145.95068690000335,0.061014799983240664,148.6255344999954,[0.3194444444444444],[-0.037037037037037035],[1],[0],[0],[2.702328099985607],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
75,0,75,0,148.67881459998898,,148.63241940003354,5,148.67881459998898,148.67881459998898,0.031111599993892014,150.3532075000112,[-0.3675925925925926],[0.05740740740740741],[1],[0],[0],[1.6900935999583453],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
76,0,76,0,150.4104441999807,,150.36077820003266,5,150.4104441999807,150.4104441999807,0.03368829999817535,153.15037480002502,[0.42314814814814816],[0.4398148148148148],[1],[0],[0],[2.756744499958586],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
77,0,77,0,153.21210420003626,,153.15725600003498,5,153.21210420003626,153.21210420003626,0.03881490003550425,154.64861219999148,[0.062037037037037036],[-0.025],[1],[0],[0],[1.4531941000022925],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
78,0,78,0,154.7073549000197,,154.65542500000447,5,154.7073549000197,154.7073549000197,0.034701500029768795,156.04719409998506,[-0.1685185185185185],[0.11388888888888889],[1],[0],[0],[1.3578233000007458],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
79,0,79,0,156.09997560002375,,156.05495730001712,5,156.09997560002375,156.09997560002375,0.0339555999962613,157.87929419998545,[0.20925925925925926],[-0.044444444444444446],[1],[0],[0],[1.7911877000005916],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
80,0,80,0,157.9358257999993,,157.88816560001578,5,157.9358257999993,157.9358257999993,0.032138100010342896,160.04369740001857,[-0.08333333333333333],[-0.4703703703703704],[1],[0],[0],[2.124477199977264],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
81,0,81,0,160.10278459999245,,160.05144609999843,5,160.10278459999245,160.10278459999245,0.03475130000151694,161.79179640003713,[0.18425925925925926],[-0.32592592592592595],[1],[0],[0],[1.7066642999998294],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
82,0,82,0,161.84200449998025,,161.80004980001831,5,161.84200449998025,161.84200449998025,0.026642800017725676,163.70657009998104,[-0.2657407407407407],[-0.1685185185185185],[1],[0],[0],[1.881171299959533],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
83,0,83,0,163.79432570002973,,163.71300839999458,10,163.79432570002973,163.79432570002973,0.05225820001214743,166.55924119998235,[0.24351851851851852],[0.4787037037037037],[1],[0],[0],[2.7945584999979474],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
84,0,84,0,166.60899560002144,,166.56630780000705,5,166.60899560002144,166.60899560002144,0.02883790002670139,168.16951600002358,[0.1787037037037037],[0.3990740740740741],[1],[0],[0],[1.5748955000308342],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
85,0,85,0,168.22167480003554,,168.1780499999877,5,168.22167480003554,168.22167480003554,0.027049099968280643,170.96664280002005,[0.2759259259259259],[-0.4564814814814815],[1],[0],[0],[2.761983499978669],['target'],02,001,2024-10-10_18h33.20.582,VisualSearch,2024.1.5,None,2024-10-10 18h34.08.104328 +0530,
