trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
49,0,49,0,86.96181499998784,,86.8807100999984,10,86.96181499998784,86.96181499998784,0.05980320001253858,88.522254600015,[0.1824074074074074],[0.18425925925925926],[1],[0],[0],[1.582471500034444],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
50,0,50,0,88.55913090001559,,88.52670679998118,5,88.55913090001559,88.55913090001559,0.021321200008969754,91.12037179997424,[0.49537037037037035],[-0.4148148148148148],[1],[0],[0],[2.572692600020673],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
51,0,51,0,91.17844390001846,,91.12692359997891,5,91.17844390001846,91.17844390001846,0.03625080001074821,92.98601270001382,[0.2101851851851852],[0.3074074074074074],[1],[0],[0],[1.8234409999568015],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
52,0,52,0,93.02368350001052,,92.9934016999905,5,93.02368350001052,93.02368350001052,0.0243369999807328,94.43361150001874,[0.29444444444444445],[0.14351851851851852],[1],[0],[0],[1.4165212999796495],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
53,0,53,0,94.48494629998459,,94.43701379996492,10,94.48494629998459,94.48494629998459,0.033529600012116134,96.18203630001517,[0.41944444444444445],[-0.05277777777777778],[1],[0],[0],[1.7118429000256583],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
54,0,54,0,96.20247089996701,,96.18429459998151,5,96.20247089996701,96.20247089996701,0.011064000020269305,98.0480465000146,[0.019444444444444445],[-0.04814814814814815],[1],[0],[0],[1.8522196999983862],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
55,0,55,0,98.11937099997886,,98.0543514000019,10,98.11937099997886,98.11937099997886,0.05209269997430965,99.90440589998616,[0.041666666666666664],[-0.25092592592592594],[1],[0],[0],[1.798468100023456],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
56,0,56,0,99.97217389999423,,99.91123349999543,10,99.97217389999423,99.97217389999423,0.048964599962346256,101.47658439999213,[-0.39814814814814814],[0.1111111111111111],[1],[0],[0],[1.5172722000279464],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
57,0,57,0,101.52987059997395,,101.48103789996821,10,101.52987059997395,101.52987059997395,0.03479399997740984,103.39195279998239,[0.07777777777777778],[-0.1648148148148148],[1],[0],[0],[1.8762322000111453],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
58,0,58,0,103.42520779999904,,103.39550990000134,5,103.42520779999904,103.42520779999904,0.019531600002665073,104.72454419999849,[0.11018518518518519],[0.18981481481481483],[1],[0],[0],[1.3093915000208654],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
59,0,59,0,104.77333160000853,,104.73086060001515,5,104.77333160000853,104.77333160000853,0.029855299973860383,107.25443049997557,[0.29259259259259257],[0.5],[1],[0],[0],[2.4946982999681495],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
60,0,60,0,107.32260879996466,,107.25859380001202,10,107.32260879996466,107.32260879996466,0.05010890000266954,109.05245479999576,[-0.2564814814814815],[0.001851851851851852],[1],[0],[0],[1.7442594999447465],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
61,0,61,0,109.11467729997821,,109.05647750000935,10,109.11467729997821,109.11467729997821,0.040447200008202344,111.78332489996683,[-0.05925925925925926],[-0.4564814814814815],[1],[0],[0],[2.686909000040032],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
62,0,62,0,111.83106769999722,,111.78634280001279,10,111.83106769999722,111.83106769999722,0.032491400022991,113.34826409997186,[-0.37962962962962965],[-0.19074074074074074],[1],[0],[0],[1.5296774999587797],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
63,0,63,0,113.38846300001023,,113.35096109996084,10,113.38846300001023,113.38846300001023,0.027433200040832162,115.3469776000129,[0.2898148148148148],[-0.21296296296296297],[1],[0],[0],[1.9687279000063427],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
64,0,64,0,115.37810209998861,,115.3510545999743,5,115.37810209998861,115.37810209998861,0.0195586999761872,117.1788416999625,[-0.3574074074074074],[-0.1675925925925926],[1],[0],[0],[1.8084814000176266],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
65,0,65,0,117.26133339997614,,117.18483839998953,10,117.26133339997614,117.26133339997614,0.057165400008670986,119.02653099998133,[0.10092592592592593],[-0.2064814814814815],[1],[0],[0],[1.7854367999825627],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
66,0,66,0,119.0657063999679,,119.03072079998674,5,119.0657063999679,119.0657063999679,0.02314710000064224,120.59246919996804,[0.29814814814814816],[-0.0787037037037037],[1],[0],[0],[1.5388572000083514],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
67,0,67,0,120.64397209999152,,120.59830750001129,5,120.64397209999152,120.64397209999152,0.03193029999965802,122.19176049996167,[0.44814814814814813],[-0.19537037037037036],[1],[0],[0],[1.5619821000145748],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
68,0,68,0,122.24390449997736,,122.19794009998441,5,122.24390449997736,122.24390449997736,0.03233759995782748,124.05638359999284,[-0.37407407407407406],[-0.05277777777777778],[1],[0],[0],[1.826754899986554],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
69,0,69,0,124.13963449996663,,124.06263639999088,10,124.13963449996663,124.13963449996663,0.057965299987699836,125.7872527000145,[0.017592592592592594],[0.18981481481481483],[1],[0],[0],[1.6673689999734052],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
70,0,70,0,125.85189589997754,,125.79104619997088,10,125.85189589997754,125.85189589997754,0.048597300017718226,127.80224859999726,[-0.44537037037037036],[-0.41203703703703703],[1],[0],[0],[1.9628743000212125],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
71,0,71,0,127.87342059996445,,127.8084089999902,10,127.87342059996445,127.87342059996445,0.04951330000767484,129.61188989999937,[0.4537037037037037],[-0.18518518518518517],[1],[0],[0],[1.7546531000407413],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
72,0,72,0,129.66216150001856,,129.61603749997448,10,129.66216150001856,129.66216150001856,0.0352769999881275,131.39693149999948,[0.45185185185185184],[-0.062037037037037036],[1],[0],[0],[1.7458439999609254],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
73,0,73,0,131.44421009998769,,131.40278790000593,5,131.44421009998769,131.44421009998769,0.028860599966719747,133.2309690999682,[0.14907407407407408],[0.37407407407407406],[1],[0],[0],[1.7997737000114284],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
74,0,74,0,133.28614420001395,,133.23845229996368,5,133.28614420001395,133.28614420001395,0.035103000001981854,135.51223819999723,[-0.0712962962962963],[-0.4601851851851852],[1],[0],[0],[2.239579799992498],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
75,0,75,0,135.59255060000578,,135.52002739999443,10,135.59255060000578,135.59255060000578,0.0598370999796316,137.3605157000129,[-0.4074074074074074],[-0.3712962962962963],[1],[0],[0],[1.7820456000044942],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
76,0,76,0,137.42020709998906,,137.36481930001173,10,137.42020709998906,137.42020709998906,0.040479399962350726,139.32517749996623,[0.44722222222222224],[-0.05185185185185185],[1],[0],[0],[1.9201593000325374],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
77,0,77,0,139.38069489999907,,139.3291368999635,10,139.38069489999907,139.38069489999907,0.03745210001943633,140.93953739997232,[0.08611111111111111],[-0.06018518518518518],[1],[0],[0],[1.573384499992244],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
78,0,78,0,140.99827979999827,,140.943815000006,10,140.99827979999827,140.99827979999827,0.0391117999679409,142.47185460000765,[0.36944444444444446],[-0.009259259259259259],[1],[0],[0],[1.4892889999900945],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
79,0,79,0,142.52807140001096,,142.4824360999628,5,142.52807140001096,142.52807140001096,0.037344800017308444,143.92132049996872,[0.21203703703703702],[-0.1712962962962963],[1],[0],[0],[1.4032542000059038],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
80,0,80,0,143.96531759999925,,143.9276432999759,5,143.96531759999925,143.96531759999925,0.030714499996975064,145.7196773000178,[-0.41759259259259257],[0.44537037037037036],[1],[0],[0],[1.7619801999535412],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
81,0,81,0,145.79263799998444,,145.72632640000666,10,145.79263799998444,145.79263799998444,0.053095399984158576,147.30036609998206,[0.10555555555555556],[0.02962962962962963],[1],[0],[0],[1.522261600010097],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
82,0,82,0,147.36526379996212,,147.3044936999795,10,147.36526379996212,147.36526379996212,0.0450122999609448,149.88157430000138,[0.41944444444444445],[0.42962962962962964],[1],[0],[0],[2.5325063000200316],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
83,0,83,0,149.91077439999208,,149.88521749997744,5,149.91077439999208,149.91077439999208,0.01785629999358207,151.41380290000234,[0.43796296296296294],[0.11018518518518519],[1],[0],[0],[1.5108717000111938],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
84,0,84,0,151.4661877999897,,151.42080580000766,5,151.4661877999897,151.4661877999897,0.031369299977086484,152.44657989998814,[0.4703703703703704],[0.11851851851851852],[1],[0],[0],[0.9952783000189811],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
85,0,85,0,152.50235249998514,,152.4542965000146,5,152.50235249998514,152.50235249998514,0.033394699974451214,154.4444970000186,[-0.3731481481481482],[-0.2759259259259259],[1],[0],[0],[1.9575854999711737],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
86,0,86,0,154.51630509999814,,154.45090110000456,10,154.51630509999814,154.51630509999814,0.05248030001530424,156.0683815999655,[0.03148148148148148],[0.03981481481481482],[1],[0],[0],[1.5658448000322096],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
87,0,87,0,156.11457739997422,,156.07498219999252,5,156.11457739997422,156.11457739997422,0.029733399976976216,157.85832279996248,[-0.3787037037037037],[-0.40185185185185185],[1],[0],[0],[1.7542844000272453],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
88,0,88,0,157.90779959998326,,157.8647503000102,5,157.90779959998326,157.90779959998326,0.03065139998216182,159.3894539999892,[0.004629629629629629],[-0.2916666666666667],[1],[0],[0],[1.4949137999792583],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
89,0,89,0,159.46175339998445,,159.3970444999868,10,159.46175339998445,159.46175339998445,0.05184460000600666,161.45364949997747,[-0.4148148148148148],[0.24814814814814815],[1],[0],[0],[2.0056914999731816],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
90,0,90,0,161.5084072999889,,161.4573569999775,10,161.5084072999889,161.5084072999889,0.03675150003982708,164.30108589999145,[0.49166666666666664],[0.3111111111111111],[1],[0],[0],[2.807364200009033],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
91,0,91,0,164.33509010000853,,164.3054598000017,5,164.33509010000853,164.33509010000853,0.020688700024038553,166.33342789998278,[-0.13148148148148148],[-0.21851851851851853],[1],[0],[0],[2.007520899991505],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
92,0,92,0,166.39888359996257,,166.33951999997953,10,166.39888359996257,166.39888359996257,0.047764499962795526,167.9979847999639,[0.2111111111111111],[0.3888888888888889],[1],[0],[0],[1.6115074999979697],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
93,0,93,0,168.03299350000452,,168.00228949997108,5,168.03299350000452,168.03299350000452,0.0215574000030756,169.59648790000938,[0.11203703703703703],[-0.004629629629629629],[1],[0],[0],[1.5730566999991424],['target'],03,001,2024-10-10_21h38.24.478,VisualSearch,2024.1.5,None,2024-10-10 21h38.35.899121 +0530,
