neg_words,math,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,thisRow.t,notes,Intro.started,Introduction.started,key_resp.started,Intro.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Words.started,key_resp_2.started,text.started,Words.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,text.stopped,DisTask.started,task.started,textbox.started,InstText.started,mouse.started,DisTask.stopped,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Recall.started,RecallTask.started,key_resp_3.started,Recall.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,Testing.started,TestAns.started,Instr.started,mouse_2.started,Testing.stopped,TestAns.text,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,84 + 35 =,,,,,,,,,0,2,2,13,,,,,90.63355250004679,,,,,,,,,,,,,,,,,90.60803910018876,90.63355250004679,90.63355250004679,90.63355250004679,0.009483099915087223,93.71956689981744,119,[-0.040740740740740744],[-0.30648148148148147],[1],[0],[0],[3.1014539999887347],['InstText'],,,,,,,,,,,,,,,,,,,,,01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,40 - 44 =,,,,,,,,,0,3,3,11,,,,,93.74303760007024,,,,,,,,,,,,,,,,,93.72072139987722,93.74303760007024,93.74303760007024,93.74303760007024,0.008084400091320276,96.33439490012825,-4,[-0.040740740740740744],[-0.30648148148148147],[1],[0],[0],[2.6047568996436894],['InstText'],,,,,,,,,,,,,,,,,,,,,01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,10 + 15 =,,,,,,,,,0,4,4,0,,,,,96.35950950020924,,,,,,,,,,,,,,,,,96.33569649979472,96.35950950020924,96.35950950020924,96.35950950020924,0.008100300095975399,97.99950850009918,25,[-0.040740740740740744],[-0.30648148148148147],[1],[0],[0],[1.654774900060147],['InstText'],,,,,,,,,,,,,,,,,,,,,01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,17 + 14 =,,,,,,,,,0,5,5,3,,,,,98.02923819981515,,,,,,,,,,,,,,,,,98.00085779977962,98.02923819981515,98.02923819981515,98.02923819981515,0.011603400111198425,101.7463210998103,31,[-0.040740740740740744],[-0.30648148148148147],[1],[0],[0],[3.732804900035262],['InstText'],,,,,,,,,,,,,,,,,,,,,01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,47 + 50 =,,,,,,,,,0,6,6,14,,,,,101.77343090018257,,,,,,,,,,,,,,,,,101.74765540007502,101.77343090018257,101.77343090018257,101.77343090018257,0.00943360012024641,105.69293549982831,97,[-0.040740740740740744],[-0.30648148148148147],[1],[0],[0],[3.934817200060934],['InstText'],,,,,,,,,,,,,,,,,,,,,01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,32 - 45 =,,,,,,,,,0,7,7,6,,,,,105.71723189996555,,,,,,,,,,,,,,,,,105.69419169984758,105.71723189996555,105.71723189996555,105.71723189996555,0.0060176001861691475,110.10491049988195,-13,[-0.040740740740740744],[-0.30648148148148147],[1],[0],[0],[4.403775300364941],['InstText'],,,,,,,,,,,,,,,,,,,,,01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,32 - 21 =,,,,,,,,,0,8,8,4,,,,,110.12996419984847,,,,,,,,,,,,,,,,,110.10666760010645,110.12996419984847,110.12996419984847,110.12996419984847,0.006387999746948481,115.650030199904,11,[-0.040740740740740744],[-0.30648148148148147],[1],[0],[0],[5.5362218003720045],['InstText'],,,,,,,,,,,,,,,,,,,,,01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,29 + 10 =,,,,,,,,,0,9,9,8,,,,,115.67599180014804,,,,,,,,,,,,,,,,,115.65145239979029,115.67599180014804,115.67599180014804,115.67599180014804,0.006718500051647425,117.26458740001544,39,[-0.040740740740740744],[-0.30648148148148147],[1],[0],[0],[1.605848299805075],['InstText'],,,,,,,,,,,,,,,,,,,,,01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,69 - 12 =,,,,,,,,,0,10,10,1,,,,,117.29525960003957,,,,,,,,,,,,,,,,,117.26581870019436,117.29525960003957,117.29525960003957,117.29525960003957,0.013929500244557858,120.87834220007062,57,[-0.040740740740740744],[-0.30648148148148147],[1],[0],[0],[3.597621699795127],['InstText'],,,,,,,,,,,,,,,,,,,,,01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,28 + 31 =,,,,,,,,,0,11,11,10,,,,,120.90460930019617,,,,,,,,,,,,,,,,,120.87957660015672,120.90460930019617,120.90460930019617,120.90460930019617,0.008496299851685762,123.22675549983978,59,[-0.040740740740740744],[-0.30648148148148147],[1],[0],[0],[2.337696900125593],['InstText'],,,,,,,,,,,,,,,,,,,,,01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,41 + 23 =,,,,,,,,,0,12,12,9,,,,,123.25194020010531,,,,,,,,,,,,,,,,,123.22823949996382,123.25194020010531,123.25194020010531,123.25194020010531,0.006761099677532911,125.52389540011063,64,[-0.040740740740740744],[-0.30648148148148147],[1],[0],[0],[2.2880478999577463],['InstText'],,,,,,,,,,,,,,,,,,,,,01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,16 + 12 =,,,,,,,,,0,13,13,12,,,,,125.5464161997661,,,,,,,,,,,,,,,,,125.52520240005106,125.5464161997661,125.5464161997661,125.5464161997661,0.005981199909001589,128.0720680002123,28,[-0.040740740740740744],[-0.30648148148148147],[1],[0],[0],[2.540044100023806],['InstText'],,,,,,,,,,,,,,,,,,,,,01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,44 - 5 =,,,,,,,,,0,14,14,2,,,,,128.09535099985078,,,,,,,,,,,,,,,,,128.07338210009038,128.09535099985078,128.09535099985078,128.09535099985078,0.006113899871706963,131.0846763001755,393,[-0.040740740740740744],[-0.30648148148148147],[1],[0],[0],[3.004710499662906],['InstText'],,,,,,,,,,,,,,,,,,,,,01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.08530610008165,131.10006529977545,131.10006529977545,143.45777580002323,space,12.347177300136536,None,,,,,,,,,,,,,,01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,,,,,,,,,,,,,,0,0,0,0,143.47646930022165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.4594835001044,143.47646930022165,143.47646930022165,0.0026712999679148197,150.56690440000966, fear,"[0.001851851851851852, 0.013888888888888888]","[-0.005555555555555556, -0.31851851851851853]","[1, 1]","[0, 0]","[0, 0]","[5.64044150011614, 7.105440600309521]",['Instr'],01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,,,,,,,,,,,,,,1,0,1,0,150.58853519987315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.57010880019516,150.58853519987315,150.58853519987315,0.0015100003220140934,154.06437540007755,anger,[0.013888888888888888],[-0.31851851851851853],[1],[0],[0],[3.491988899651915],['Instr'],01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,,,,,,,,,,,,,,2,0,2,0,154.0822592000477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.0663784001954,154.0822592000477,154.0822592000477,0.001421700231730938,156.5771893998608,lost,[0.013888888888888888],[-0.31851851851851853],[1],[0],[0],[2.5091564999893308],['Instr'],01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,,,,,,,,,,,,,,3,0,3,0,156.59259459981695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.57795190019533,156.59259459981695,156.59259459981695,0.0006014998070895672,159.1919100000523,crime,[0.013888888888888888],[-0.31851851851851853],[1],[0],[0],[2.612864499911666],['Instr'],01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,,,,,,,,,,,,,,4,0,4,0,159.20682220021263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.19378239987418,159.20682220021263,159.20682220021263,0.0012802002020180225,161.72749469988048,rape,[0.013888888888888888],[-0.31851851851851853],[1],[0],[0],[2.5316775999963284],['Instr'],01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,,,,,,,,,,,,,,5,0,5,0,161.74454359989613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.72946709999815,161.74454359989613,161.74454359989613,0.0014090999029576778,163.9715518001467,lie,[0.013888888888888888],[-0.31851851851851853],[1],[0],[0],[2.2400954999029636],['Instr'],01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,,,,,,,,,,,,,,6,0,6,0,163.98918539984152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.97374599985778,163.98918539984152,163.98918539984152,0.0016375002451241016,167.25221499986947,toxic,[0.013888888888888888],[-0.31851851851851853],[1],[0],[0],[3.2761417999863625],['Instr'],01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,,,,,,,,,,,,,,7,0,7,0,167.27119969995692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.25451359990984,167.27119969995692,167.27119969995692,0.0014171996153891087,171.06504279980436,corpse,[0.013888888888888888],[-0.31851851851851853],[1],[0],[0],[3.808263400103897],['Instr'],01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,,,,,,,,,,,,,,8,0,8,0,171.0825514998287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.0671828999184,171.0825514998287,171.0825514998287,0.0014907000586390495,174.86303739994764,toxic,[0.013888888888888888],[-0.31851851851851853],[1],[0],[0],[3.793640200048685],['Instr'],01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,,,,,,,,,,,,,,9,0,9,0,174.88194599980488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.86501540010795,174.88194599980488,174.88194599980488,0.00150969997048378,178.67505399975926,insult,[0.013888888888888888],[-0.31851851851851853],[1],[0],[0],[3.8077227999456227],['Instr'],01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,,,,,,,,,,,,,,10,0,10,0,178.69214909989387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.67753619980067,178.69214909989387,178.69214909989387,0.001561800017952919,181.571912500076,crime,[0.013888888888888888],[-0.31851851851851853],[1],[0],[0],[2.892075300216675],['Instr'],01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,,,,,,,,,,,,,,11,0,11,0,181.5898322002031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.57424979982898,181.5898322002031,181.5898322002031,0.0016614003106951714,184.11912690009922,demon,[0.013888888888888888],[-0.31851851851851853],[1],[0],[0],[2.542654300108552],['Instr'],01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,,,,,,,,,,,,,,12,0,12,0,184.1361905997619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.12107799993828,184.1361905997619,184.1361905997619,0.0014098999090492725,186.68228900013492,debt,[0.013888888888888888],[-0.31851851851851853],[1],[0],[0],[2.5596064999699593],['Instr'],01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,,,,,,,,,,,,,,13,0,13,0,186.6980380997993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.6829920001328,186.6980380997993,186.6980380997993,0.0005196998827159405,189.2002348001115,thief,[0.013888888888888888],[-0.31851851851851853],[1],[0],[0],[2.5158182000741363],['Instr'],01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,,,,,,,,,,,,,,14,0,14,0,189.2207643999718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.20380750019103,189.2207643999718,189.2207643999718,0.0021867998875677586,192.22915610019118,loser,[0.013888888888888888],[-0.31851851851851853],[1],[0],[0],[3.0224599996581674],['Instr'],01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,,,,,,,,,,,,,,15,0,15,0,192.24647640017793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.23114140005782,192.24647640017793,192.24647640017793,0.0014140000566840172,198.755832800176,rage,[0.013888888888888888],[-0.31851851851851853],[1],[0],[0],[6.522524499800056],['Instr'],01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,,,,,,,,,,,,,,16,0,16,0,198.77196099981666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.75784760015085,198.77196099981666,198.77196099981666,0.0014781998470425606,208.76101800007746,,[],[],[],[],[],[],[],01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,,,,,,,,,,,,,,17,0,17,0,208.77749719982967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.76284480001777,208.77749719982967,208.77749719982967,0.006440799683332443,218.7684692000039,,[],[],[],[],[],[],[],01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
,,,,,,,,,,,,,,18,0,18,0,218.78688299981877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.77047009998932,218.78688299981877,218.78688299981877,0.01411739969626069,228.75927100004628,,[],[],[],[],[],[],[],01,001,2024-11-29_22h36.17.525,EmotionalValenceMemoryRecall,2024.1.5,None,2024-11-29 22h36.32.474256 +0530,
