study_word,test,reference,old_new,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,slider.response,slider.rt,test.started,text_2.started,textbox.started,text_3.started,mouse.started,test.stopped,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
case,,,,0,10,10,10,,,,,21.215611000021454,,21.19965810002759,21.215611000021454,21.215611000021454,24.38114820001647,2.2925925925925927,3.1591201999690384,,,,,,,,,,,,,,,02,001,2024-10-22_18h23.48.278,WordPrimingExperiment,2024.1.5,None,2024-10-22 18h23.58.555732 +0530,
cushion,,,,0,11,11,1,,,,,24.408107800001744,,24.381745100021362,24.408107800001744,24.408107800001744,25.963552900007926,2.2888888888888888,1.5524687999859452,,,,,,,,,,,,,,,02,001,2024-10-22_18h23.48.278,WordPrimingExperiment,2024.1.5,None,2024-10-22 18h23.58.555732 +0530,
book,,,,0,12,12,0,,,,,25.98285259999102,,25.963891500025056,25.98285259999102,25.98285259999102,27.827087400015444,1.137037037037037,1.839588399976492,,,,,,,,,,,,,,,02,001,2024-10-22_18h23.48.278,WordPrimingExperiment,2024.1.5,None,2024-10-22 18h23.58.555732 +0530,
board,,,,0,13,13,4,,,,,27.85260909999488,,27.827331500011496,27.85260909999488,27.85260909999488,29.691731600032654,1.137037037037037,1.8383455000002868,,,,,,,,,,,,,,,02,001,2024-10-22_18h23.48.278,WordPrimingExperiment,2024.1.5,None,2024-10-22 18h23.58.555732 +0530,
keys,,,,0,14,14,13,,,,,29.705140300036874,,29.69195290002972,29.705140300036874,29.705140300036874,30.612760499992874,1.137037037037037,0.8943864000029862,,,,,,,,,,,,,,,02,001,2024-10-22_18h23.48.278,WordPrimingExperiment,2024.1.5,None,2024-10-22 18h23.58.555732 +0530,
,bo_t_e,bottle,new,,,,,0,0,0,18,30.65084920002846,,,,,,,,30.62192629999481,30.65084920002846,30.65084920002846,30.65084920002846,0.016058199980761856,34.469857799995225,bottle,[-0.07592592592592592],[-0.29814814814814816],[1],[0],[0],[3.8398194999899715],['text_3'],02,001,2024-10-22_18h23.48.278,WordPrimingExperiment,2024.1.5,None,2024-10-22 18h23.58.555732 +0530,
,k_y_,keys,old,,,,,0,1,1,8,34.494222500012256,,,,,,,,34.472131700022146,34.494222500012256,34.494222500012256,34.494222500012256,0.00546409998787567,37.54952970001614,keys,[-0.07592592592592592],[-0.29814814814814816],[1],[0],[0],[3.071463699976448],['text_3'],02,001,2024-10-22_18h23.48.278,WordPrimingExperiment,2024.1.5,None,2024-10-22 18h23.58.555732 +0530,
,_ha_t,chart,old,,,,,0,2,2,1,37.564628800028004,,,,,,,,37.550358499982394,37.564628800028004,37.564628800028004,37.564628800028004,0.0035423999652266502,44.22730090003461,chart,[-0.07592592592592592],[-0.29814814814814816],[1],[0],[0],[6.672705700038932],['text_3'],02,001,2024-10-22_18h23.48.278,WordPrimingExperiment,2024.1.5,None,2024-10-22 18h23.58.555732 +0530,
,_ru_is_,cruise,old,,,,,0,3,3,6,44.25215630000457,,,,,,,,44.22864149999805,44.25215630000457,44.25215630000457,44.25215630000457,0.005552099959459156,46.75848850002512,cruise,[-0.07592592592592592],[-0.29814814814814816],[1],[0],[0],[2.5233377999975346],['text_3'],02,001,2024-10-22_18h23.48.278,WordPrimingExperiment,2024.1.5,None,2024-10-22 18h23.58.555732 +0530,
,_a_bl_,marble,old,,,,,0,4,4,11,46.7826743000187,,,,,,,,46.75987080001505,46.7826743000187,46.7826743000187,46.7826743000187,0.005532399984076619,50.63805660000071,marble,[-0.07592592592592592],[-0.29814814814814816],[1],[0],[0],[3.8718636999838054],['text_3'],02,001,2024-10-22_18h23.48.278,WordPrimingExperiment,2024.1.5,None,2024-10-22 18h23.58.555732 +0530,
,p_li_e,police,old,,,,,0,5,5,7,50.66031380003551,,,,,,,,50.639353700040374,50.66031380003551,50.66031380003551,50.66031380003551,0.006003000016789883,52.97017360001337,police,[-0.07592592592592592],[-0.29814814814814816],[1],[0],[0],[2.32373559998814],['text_3'],02,001,2024-10-22_18h23.48.278,WordPrimingExperiment,2024.1.5,None,2024-10-22 18h23.58.555732 +0530,
,p_nc_l,pencil,new,,,,,0,6,6,16,52.99424650002038,,,,,,,,52.9720810999861,52.99424650002038,52.99424650002038,52.99424650002038,0.006055900012142956,55.31773200002499,pencil,[-0.07592592592592592],[-0.29814814814814816],[1],[0],[0],[2.338509100023657],['text_3'],02,001,2024-10-22_18h23.48.278,WordPrimingExperiment,2024.1.5,None,2024-10-22 18h23.58.555732 +0530,
,_ho_e,phone,old,,,,,0,7,7,12,55.34320400003344,,,,,,,,55.31906050001271,55.34320400003344,55.34320400003344,55.34320400003344,0.005737699975725263,58.813930800009985,phone,[-0.07592592592592592],[-0.29814814814814816],[1],[0],[0],[3.4882597000105307],['text_3'],02,001,2024-10-22_18h23.48.278,WordPrimingExperiment,2024.1.5,None,2024-10-22 18h23.58.555732 +0530,
,v_s_,vase,new,,,,,0,8,8,17,58.83888340002159,,,,,,,,58.815339700027835,58.83888340002159,58.83888340002159,58.83888340002159,0.007447799958754331,60.696220199984964,vase,[-0.07592592592592592],[-0.29814814814814816],[1],[0],[0],[1.8723535999888554],['text_3'],02,001,2024-10-22_18h23.48.278,WordPrimingExperiment,2024.1.5,None,2024-10-22 18h23.58.555732 +0530,
,_ou_se,mouse,old,,,,,0,9,9,3,60.72034050000366,,,,,,,,60.6979836000246,60.72034050000366,60.72034050000366,60.72034050000366,0.006089099973905832,63.145781800034456,mouse,[-0.07592592592592592],[-0.29814814814814816],[1],[0],[0],[2.4385080999927595],['text_3'],02,001,2024-10-22_18h23.48.278,WordPrimingExperiment,2024.1.5,None,2024-10-22 18h23.58.555732 +0530,
,ta_l_,table,new,,,,,0,10,10,15,63.19070149998879,,,,,,,,63.148539900023025,63.19070149998879,63.19070149998879,63.19070149998879,0.018054299987852573,67.7552682000096,table,[-0.07592592592592592],[-0.29814814814814816],[1],[0],[0],[4.587962299992796],['text_3'],02,001,2024-10-22_18h23.48.278,WordPrimingExperiment,2024.1.5,None,2024-10-22 18h23.58.555732 +0530,
,p_st_r,poster,old,,,,,0,11,11,9,67.7757042000303,,,,,,,,67.75661979999859,67.7757042000303,67.7757042000303,67.7757042000303,0.005109500023536384,70.75337410002248,pastry,[-0.07592592592592592],[-0.29814814814814816],[1],[0],[0],[2.9909717999980785],['text_3'],02,001,2024-10-22_18h23.48.278,WordPrimingExperiment,2024.1.5,None,2024-10-22 18h23.58.555732 +0530,
,c_s_,case,old,,,,,0,12,12,5,70.77490230003605,,,,,,,,70.75467860000208,70.77490230003605,70.77490230003605,70.77490230003605,0.004582200024742633,72.5345930000185,case,[-0.07592592592592592],[-0.29814814814814816],[1],[0],[0],[1.7744915999937803],['text_3'],02,001,2024-10-22_18h23.48.278,WordPrimingExperiment,2024.1.5,None,2024-10-22 18h23.58.555732 +0530,
,c_s_io_,cushion,old,,,,,0,13,13,14,72.55914660001872,,,,,,,,72.53594880003948,72.55914660001872,72.55914660001872,72.55914660001872,0.00573969999095425,77.1122836000286,cushion,[-0.07592592592592592],[-0.29814814814814816],[1],[0],[0],[4.569927700038534],['text_3'],02,001,2024-10-22_18h23.48.278,WordPrimingExperiment,2024.1.5,None,2024-10-22 18h23.58.555732 +0530,
,c_m_ra,camera,new,,,,,0,14,14,19,77.1278553000302,,,,,,,,77.11304369999561,77.1278553000302,77.1278553000302,77.1278553000302,0.0031694999779574573,79.72822270001052,camera,[-0.07592592592592592],[-0.29814814814814816],[1],[0],[0],[2.6111997999832965],['text_3'],02,001,2024-10-22_18h23.48.278,WordPrimingExperiment,2024.1.5,None,2024-10-22 18h23.58.555732 +0530,
,_o_rd,board,old,,,,,0,15,15,10,79.7518402999849,,,,,,,,79.72958859999198,79.7518402999849,79.7518402999849,79.7518402999849,0.0057737999595701694,84.27378049999243,board,[-0.07592592592592592],[-0.29814814814814816],[1],[0],[0],[4.537348499987274],['text_3'],02,001,2024-10-22_18h23.48.278,WordPrimingExperiment,2024.1.5,None,2024-10-22 18h23.58.555732 +0530,
,T_hi_t,tshirt,old,,,,,0,16,16,2,84.29861540003913,,,,,,,,84.27510169998277,84.29861540003913,84.29861540003913,84.29861540003913,0.005265899992082268,87.46990640001604,tshirt,"[-0.07685185185185185, -0.06481481481481481]","[-0.26296296296296295, -0.3055555555555556]","[1, 1]","[0, 0]","[0, 0]","[2.123040300037246, 3.18867240002146]",['text_3'],02,001,2024-10-22_18h23.48.278,WordPrimingExperiment,2024.1.5,None,2024-10-22 18h23.58.555732 +0530,
,p_s_ry,pastry,old,,,,,0,17,17,4,87.49162829999113,,,,,,,,87.47119300003396,87.49162829999113,87.49162829999113,87.49162829999113,0.004808500001672655,91.36740280000959,pastry,[-0.06481481481481481],[-0.3055555555555556],[1],[0],[0],[3.8904367000213824],['text_3'],02,001,2024-10-22_18h23.48.278,WordPrimingExperiment,2024.1.5,None,2024-10-22 18h23.58.555732 +0530,
,l_pt_p,laptop,old,,,,,0,18,18,0,91.38961740001105,,,,,,,,91.36868330003927,91.38961740001105,91.38961740001105,91.38961740001105,0.005006899998988956,93.48125750001054,laptop,[-0.06481481481481481],[-0.3055555555555556],[1],[0],[0],[2.106688700034283],['text_3'],02,001,2024-10-22_18h23.48.278,WordPrimingExperiment,2024.1.5,None,2024-10-22 18h23.58.555732 +0530,
,_oo_,book,old,,,,,0,19,19,13,93.5035707000061,,,,,,,,93.4825176000013,93.5035707000061,93.5035707000061,93.5035707000061,0.004593199992086738,95.7289225999848,book,[-0.06481481481481481],[-0.3055555555555556],[1],[0],[0],[2.240948499995284],['text_3'],02,001,2024-10-22_18h23.48.278,WordPrimingExperiment,2024.1.5,None,2024-10-22 18h23.58.555732 +0530,
