study_word,test,reference,old_new,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,slider.response,slider.rt,test.started,text_2.started,textbox.started,text_3.started,mouse.started,test.stopped,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,_oo_,book,old,,,,,0,9,9,13,57.35590389999561,,,,,,,,57.33975079993252,57.35590389999561,57.35590389999561,57.35590389999561,0.004996699979528785,61.050767199951224,book,[-0.14722222222222223],[-0.3148148148148148],[1],[0],[0],[3.7055120000150055],['text_3'],01,001,2024-10-25_12h05.12.788,WordPrimingExperiment,2024.1.5,None,2024-10-25 12h05.30.648644 +0530,
,ta_l_,table,new,,,,,0,10,10,15,61.066233299905434,,,,,,,,61.051401300006546,61.066233299905434,61.066233299905434,61.066233299905434,0.0023244000039994717,65.59618429990951,table,[-0.009259259259259259],[-0.287962962962963],[1],[0],[0],[4.541953100007959],['text_3'],01,001,2024-10-25_12h05.12.788,WordPrimingExperiment,2024.1.5,None,2024-10-25 12h05.30.648644 +0530,
,p_li_e,police,old,,,,,0,11,11,7,65.61176259990316,,,,,,,,65.59747949999291,65.61176259990316,65.61176259990316,65.61176259990316,0.0031802000012248755,68.36055909993593,police,[-0.014814814814814815],[-0.3148148148148148],[1],[0],[0],[2.75937410001643],['text_3'],01,001,2024-10-25_12h05.12.788,WordPrimingExperiment,2024.1.5,None,2024-10-25 12h05.30.648644 +0530,
,p_nc_l,pencil,new,,,,,0,12,12,16,68.37594469997566,,,,,,,,68.36111459997483,68.37594469997566,68.37594469997566,68.37594469997566,0.002340800012461841,71.8740149999503,pencil,[0.013888888888888888],[-0.2796296296296296],[1],[0],[0],[3.5098657000344247],['text_3'],01,001,2024-10-25_12h05.12.788,WordPrimingExperiment,2024.1.5,None,2024-10-25 12h05.30.648644 +0530,
,l_pt_p,laptop,old,,,,,0,13,13,0,71.88911549991462,,,,,,,,71.87458569998853,71.88911549991462,71.88911549991462,71.88911549991462,0.0024148999946191907,74.95421469991561,laptop,[-0.06018518518518518],[-0.2759259259259259],[1],[0],[0],[3.0767039000056684],['text_3'],01,001,2024-10-25_12h05.12.788,WordPrimingExperiment,2024.1.5,None,2024-10-25 12h05.30.648644 +0530,
,bo_t_e,bottle,new,,,,,0,14,14,18,74.96979579993058,,,,,,,,74.95480949990451,74.96979579993058,74.96979579993058,74.96979579993058,0.0023233999963849783,78.93422479997389,bottle,[-0.1037037037037037],[-0.30833333333333335],[1],[0],[0],[3.97648339997977],['text_3'],01,001,2024-10-25_12h05.12.788,WordPrimingExperiment,2024.1.5,None,2024-10-25 12h05.30.648644 +0530,
,c_s_io_,cushion,old,,,,,0,15,15,14,78.9491423999425,,,,,,,,78.93482799991034,78.9491423999425,78.9491423999425,78.9491423999425,0.0023268000222742558,85.19464689993765,cushion,[-0.1037037037037037],[-0.30833333333333335],[1],[0],[0],[6.256907999981195],['text_3'],01,001,2024-10-25_12h05.12.788,WordPrimingExperiment,2024.1.5,None,2024-10-25 12h05.30.648644 +0530,
,_ou_se,mouse,old,,,,,0,16,16,3,85.2102132999571,,,,,,,,85.19525429990608,85.2102132999571,85.2102132999571,85.2102132999571,0.0024048000341281295,89.1751224999316,house,[-0.1037037037037037],[-0.30833333333333335],[1],[0],[0],[3.9768456999445334],['text_3'],01,001,2024-10-25_12h05.12.788,WordPrimingExperiment,2024.1.5,None,2024-10-25 12h05.30.648644 +0530,
,p_s_ry,pastry,old,,,,,0,17,17,4,89.18965009995736,,,,,,,,89.17585379991215,89.18965009995736,89.18965009995736,89.18965009995736,0.0029029001016169786,91.63884249993134,pastry,[-0.1037037037037037],[-0.30833333333333335],[1],[0],[0],[2.459521700046025],['text_3'],01,001,2024-10-25_12h05.12.788,WordPrimingExperiment,2024.1.5,None,2024-10-25 12h05.30.648644 +0530,
,k_y_,keys,old,,,,,0,18,18,8,91.65404559997842,,,,,,,,91.63946179999039,91.65404559997842,91.65404559997842,91.65404559997842,0.00226089998614043,93.60373059997801,keys,[-0.1037037037037037],[-0.30833333333333335],[1],[0],[0],[1.961349100107327],['text_3'],01,001,2024-10-25_12h05.12.788,WordPrimingExperiment,2024.1.5,None,2024-10-25 12h05.30.648644 +0530,
,v_s_,vase,new,,,,,0,19,19,17,93.61901859997306,,,,,,,,93.60428999993019,93.61901859997306,93.61901859997306,93.61901859997306,0.00394550000783056,95.25228769995738,vase,[-0.1037037037037037],[-0.30833333333333335],[1],[0],[0],[1.6433516999240965],['text_3'],01,001,2024-10-25_12h05.12.788,WordPrimingExperiment,2024.1.5,None,2024-10-25 12h05.30.648644 +0530,
