pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,triangle.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
-50,x,3,0,12,0,,,,,30.43827769998461,,30.42312839999795,30.43827769998461,31.422075400012545,31.422075400012545,31.422075400012545,31.422075400012545,31.438713400042616,32.43772250006441,32.43772250006441,32.90594450000208,x,1,0.463910200051032,None,108142,001,2024-10-12_10h55.39.373,MotorSequenceLearning,2024.1.5,None,2024-10-12 10h55.45.871970 +0530,
150,v,3,1,13,1,,,,,32.92034249997232,,32.90788840001915,32.92034249997232,33.91965820000041,33.91965820000041,33.91965820000041,33.91965820000041,33.91965820000041,34.91733089997433,34.91733089997433,35.185381500050426,v,1,0.2595781000563875,None,108142,001,2024-10-12_10h55.39.373,MotorSequenceLearning,2024.1.5,None,2024-10-12 10h55.45.871970 +0530,
50,c,3,2,14,2,,,,,35.200337600079365,,35.18644990003668,35.200337600079365,36.19960950000677,36.19960950000677,36.19960950000677,36.19960950000677,36.19960950000677,37.20015659998171,37.20015659998171,37.55208539997693,c,1,0.3472473999718204,None,108142,001,2024-10-12_10h55.39.373,MotorSequenceLearning,2024.1.5,None,2024-10-12 10h55.45.871970 +0530,
-150,z,3,3,15,3,,,,,37.56615089997649,,37.554156900034286,37.56615089997649,38.56463929999154,38.56463929999154,38.56463929999154,38.56463929999154,38.581445200019516,39.56434939999599,39.56434939999599,39.882814900018275,z,1,0.3083579000085592,None,108142,001,2024-10-12_10h55.39.373,MotorSequenceLearning,2024.1.5,None,2024-10-12 10h55.45.871970 +0530,
-50,x,4,0,16,0,,,,,39.897021700046025,,39.88484549999703,39.897021700046025,40.89661759999581,40.89661759999581,40.89661759999581,40.89661759999581,40.89661759999581,41.89528779999819,41.89528779999819,42.33068270003423,x,1,0.43062120000831783,None,108142,001,2024-10-12_10h55.39.373,MotorSequenceLearning,2024.1.5,None,2024-10-12 10h55.45.871970 +0530,
150,v,4,1,17,1,,,,,42.34459310001694,,42.333336299983785,42.34459310001694,43.344226100016385,43.344226100016385,43.344226100016385,43.344226100016385,43.344226100016385,44.34312970004976,44.34312970004976,44.64464409998618,v,1,0.29423740005586296,None,108142,001,2024-10-12_10h55.39.373,MotorSequenceLearning,2024.1.5,None,2024-10-12 10h55.45.871970 +0530,
50,c,4,2,18,2,,,,,44.65940420003608,,44.646398800075985,44.65940420003608,45.658695799997076,45.658695799997076,45.658695799997076,45.658695799997076,45.658695799997076,46.65803920000326,46.65803920000326,46.975589900044724,c,1,0.3009637000504881,None,108142,001,2024-10-12_10h55.39.373,MotorSequenceLearning,2024.1.5,None,2024-10-12 10h55.45.871970 +0530,
-150,z,4,3,19,3,,,,,46.99074210005347,,46.97755309997592,46.99074210005347,47.99037140002474,47.99037140002474,47.99037140002474,47.99037140002474,47.99037140002474,48.98850139998831,48.98850139998831,49.34013430005871,z,1,0.33903140004258603,None,108142,001,2024-10-12_10h55.39.373,MotorSequenceLearning,2024.1.5,None,2024-10-12 10h55.45.871970 +0530,
-50,x,5,0,20,0,,,,,49.35509580001235,,49.342212500050664,49.35509580001235,50.35448700003326,50.35448700003326,50.35448700003326,50.35448700003326,50.35448700003326,51.352791300043464,51.352791300043464,51.719894299982116,x,1,0.3551539999898523,None,108142,001,2024-10-12_10h55.39.373,MotorSequenceLearning,2024.1.5,None,2024-10-12 10h55.45.871970 +0530,
150,v,5,1,21,1,,,,,51.735534899984486,,51.7210946000414,51.735534899984486,52.73478190007154,52.73478190007154,52.73478190007154,52.73478190007154,52.73478190007154,53.733728300081566,53.733728300081566,54.03523729997687,v,1,0.29654230002779514,None,108142,001,2024-10-12_10h55.39.373,MotorSequenceLearning,2024.1.5,None,2024-10-12 10h55.45.871970 +0530,
50,c,5,2,22,2,,,,,54.05000300006941,,54.036447199992836,54.05000300006941,55.04997699998785,55.04997699998785,55.04997699998785,55.04997699998785,55.04997699998785,56.048687000060454,56.048687000060454,56.30077229999006,c,1,0.24061360000632703,None,108142,001,2024-10-12_10h55.39.373,MotorSequenceLearning,2024.1.5,None,2024-10-12 10h55.45.871970 +0530,
-150,z,5,3,23,3,,,,,56.31530030001886,,56.30278020002879,56.31530030001886,57.314894600072876,57.314894600072876,57.314894600072876,57.314894600072876,57.314894600072876,58.31379729998298,58.31379729998298,59.21506750001572,z,1,0.896424200036563,None,108142,001,2024-10-12_10h55.39.373,MotorSequenceLearning,2024.1.5,None,2024-10-12 10h55.45.871970 +0530,
-50,x,6,0,24,0,,,,,59.22925440000836,,59.21695530007128,59.22925440000836,60.228748099994846,60.228748099994846,60.228748099994846,60.228748099994846,60.228748099994846,61.22747859999072,61.22747859999072,61.52948670007754,x,1,0.2992709999671206,None,108142,001,2024-10-12_10h55.39.373,MotorSequenceLearning,2024.1.5,None,2024-10-12 10h55.45.871970 +0530,
150,v,6,1,25,1,,,,,61.543638100032695,,61.53151620004792,61.543638100032695,62.543121200054884,62.543121200054884,62.543121200054884,62.543121200054884,62.543121200054884,63.54200050001964,63.54200050001964,63.810388699988835,v,1,0.2560117000248283,None,108142,001,2024-10-12_10h55.39.373,MotorSequenceLearning,2024.1.5,None,2024-10-12 10h55.45.871970 +0530,
50,c,6,2,26,2,,,,,63.82501220004633,,63.81282740004826,63.82501220004633,64.82491590001155,64.82491590001155,64.82491590001155,64.82491590001155,64.82491590001155,65.82265119999647,65.82265119999647,66.07435090001673,c,1,0.2483982000267133,None,108142,001,2024-10-12_10h55.39.373,MotorSequenceLearning,2024.1.5,None,2024-10-12 10h55.45.871970 +0530,
-150,z,6,3,27,3,,,,,66.08906140003819,,66.07552990003023,66.08906140003819,67.08807850000449,67.08807850000449,67.08807850000449,67.08807850000449,67.08807850000449,68.08795640000608,68.08795640000608,68.23915290005971,z,1,0.13878749997820705,None,108142,001,2024-10-12_10h55.39.373,MotorSequenceLearning,2024.1.5,None,2024-10-12 10h55.45.871970 +0530,
-50,x,7,0,28,0,,,,,68.25406659999862,,68.24122359999456,68.25406659999862,69.25353920005728,69.25353920005728,69.25353920005728,69.25353920005728,69.25353920005728,70.25221539998893,70.25221539998893,70.58707040001173,x,1,0.3246463000541553,None,108142,001,2024-10-12_10h55.39.373,MotorSequenceLearning,2024.1.5,None,2024-10-12 10h55.45.871970 +0530,
